Designator,X-Coordinate,Y-Coordinate,Rotation,Layer
C322,305.000000,-117.500000,0.000000,Top
C323,307.500000,-117.500000,0.000000,Top
C324,260.000000,-115.000000,0.000000,Top
C325,262.500000,-115.000000,0.000000,Top
C326,265.000000,-115.000000,0.000000,Top
C327,267.500000,-115.000000,0.000000,Top
C328,270.000000,-115.000000,0.000000,Top
C329,272.500000,-115.000000,0.000000,Top
C330,275.000000,-115.000000,0.000000,Top
C331,277.500000,-115.000000,0.000000,Top
C332,280.000000,-115.000000,0.000000,Top
C333,282.500000,-115.000000,0.000000,Top
C334,285.000000,-115.000000,0.000000,Top
C335,287.500000,-115.000000,0.000000,Top
C336,290.000000,-115.000000,0.000000,Top
C337,292.500000,-115.000000,0.000000,Top
C338,295.000000,-115.000000,0.000000,Top
C339,297.500000,-115.000000,0.000000,Top
C340,300.000000,-115.000000,0.000000,Top
C341,302.500000,-115.000000,0.000000,Top
C342,305.000000,-115.000000,0.000000,Top
C343,307.500000,-115.000000,0.000000,Top
C344,260.000000,-112.500000,0.000000,Top
C345,262.500000,-112.500000,0.000000,Top
C346,265.000000,-112.500000,0.000000,Top
C347,267.500000,-112.500000,0.000000,Top
C348,270.000000,-112.500000,0.000000,Top
C349,272.500000,-112.500000,0.000000,Top
C350,275.000000,-112.500000,0.000000,Top
C351,277.500000,-112.500000,0.000000,Top
C352,280.000000,-112.500000,0.000000,Top
C353,282.500000,-112.500000,0.000000,Top
C354,285.000000,-112.500000,0.000000,Top
C355,287.500000,-112.500000,0.000000,Top
C356,290.000000,-112.500000,0.000000,Top
C357,292.500000,-112.500000,0.000000,Top
C358,295.000000,-112.500000,0.000000,Top
C359,297.500000,-112.500000,0.000000,Top
C360,300.000000,-112.500000,0.000000,Top
C361,302.500000,-112.500000,0.000000,Top
C362,305.000000,-112.500000,0.000000,Top
C363,307.500000,-112.500000,0.000000,Top
C364,260.000000,-202.500000,0.000000,Top
C365,262.500000,-202.500000,0.000000,Top
C366,265.000000,-202.500000,0.000000,Top
C367,267.500000,-202.500000,0.000000,Top
C368,270.000000,-202.500000,0.000000,Top
C369,272.500000,-202.500000,0.000000,Top
C370,275.000000,-202.500000,0.000000,Top
C371,277.500000,-202.500000,0.000000,Top
