Designator,X-Coordinate,Y-Coordinate,Rotation,Layer
C830,36.000000,-132.000000,0.000000,Top
C831,36.000000,-140.000000,0.000000,Top
C832,36.000000,-148.000000,0.000000,Top
C833,36.000000,-156.000000,0.000000,Top
C834,36.000000,-164.000000,0.000000,Top
C835,36.000000,-172.000000,0.000000,Top
C836,36.000000,-180.000000,0.000000,Top
C837,36.000000,-188.000000,0.000000,Top
C838,36.000000,-196.000000,0.000000,Top
C839,36.000000,-204.000000,0.000000,Top
C840,36.000000,-212.000000,0.000000,Top
C841,36.000000,-220.000000,0.000000,Top
C842,36.000000,-228.000000,0.000000,Top
C843,36.000000,-236.000000,0.000000,Top
C844,36.000000,-244.000000,0.000000,Top
C845,36.000000,-252.000000,0.000000,Top
C846,36.000000,-260.000000,0.000000,Top
C847,36.000000,-268.000000,0.000000,Top
C848,36.000000,-276.000000,0.000000,Top
C849,36.000000,-284.000000,0.000000,Top
C850,36.000000,-292.000000,0.000000,Top
C851,36.000000,-300.000000,0.000000,Top
C852,36.000000,-308.000000,0.000000,Top
C853,36.000000,-316.000000,0.000000,Top
C854,36.000000,-324.000000,0.000000,Top
C855,36.000000,-332.000000,0.000000,Top
C856,44.000000,-12.000000,0.000000,Top
C857,44.000000,-20.000000,0.000000,Top
C858,44.000000,-28.000000,0.000000,Top
C859,44.000000,-36.000000,0.000000,Top
C860,44.000000,-44.000000,0.000000,Top
C861,44.000000,-52.000000,0.000000,Top
C862,44.000000,-60.000000,0.000000,Top
C863,44.000000,-68.000000,0.000000,Top
C864,44.000000,-92.000000,0.000000,Top
C865,44.000000,-108.000000,0.000000,Top
C866,44.000000,-132.000000,0.000000,Top
C867,44.000000,-148.000000,0.000000,Top
C868,44.000000,-172.000000,0.000000,Top
C869,44.000000,-188.000000,0.000000,Top
C870,44.000000,-212.000000,0.000000,Top
C871,44.000000,-228.000000,0.000000,Top
C872,44.000000,-252.000000,0.000000,Top
C873,44.000000,-268.000000,0.000000,Top
C874,44.000000,-292.000000,0.000000,Top
C875,44.000000,-308.000000,0.000000,Top
C876,44.000000,-316.000000,0.000000,Top
C877,44.000000,-324.000000,0.000000,Top
C878,44.000000,-332.000000,0.000000,Top
C879,52.000000,-12.000000,0.000000,Top
C880,52.000000,-20.000000,0.000000,Top
C881,52.000000,-28.000000,0.000000,Top
C882,52.000000,-52.000000,0.000000,Top
C883,52.000000,-60.000000,0.000000,Top
C884,52.000000,-68.000000,0.000000,Top
C885,52.000000,-76.000000,0.000000,Top
C886,52.000000,-84.000000,0.000000,Top
C887,52.000000,-92.000000,0.000000,Top
C888,52.000000,-100.000000,0.000000,Top
C889,52.000000,-108.000000,0.000000,Top
C890,52.000000,-116.000000,0.000000,Top
C891,52.000000,-124.000000,0.000000,Top
C892,52.000000,-132.000000,0.000000,Top
C893,52.000000,-140.000000,0.000000,Top
C894,52.000000,-148.000000,0.000000,Top
C895,52.000000,-156.000000,0.000000,Top
C896,52.000000,-164.000000,0.000000,Top
C897,52.000000,-172.000000,0.000000,Top
C898,52.000000,-180.000000,0.000000,Top
C899,52.000000,-188.000000,0.000000,Top
C900,52.000000,-196.000000,0.000000,Top
C901,52.000000,-204.000000,0.000000,Top
C902,52.000000,-212.000000,0.000000,Top
C903,52.000000,-220.000000,0.000000,Top
C904,52.000000,-228.000000,0.000000,Top
C905,52.000000,-236.000000,0.000000,Top
C906,52.000000,-244.000000,0.000000,Top
C907,52.000000,-252.000000,0.000000,Top
C908,52.000000,-260.000000,0.000000,Top
C909,52.000000,-268.000000,0.000000,Top
C910,52.000000,-276.000000,0.000000,Top
C911,52.000000,-300.000000,0.000000,Top
C912,52.000000,-308.000000,0.000000,Top
C913,52.000000,-316.000000,0.000000,Top
C914,52.000000,-324.000000,0.000000,Top
C915,52.000000,-332.000000,0.000000,Top
C916,60.000000,-12.000000,0.000000,Top
C917,60.000000,-20.000000,0.000000,Top
C918,60.000000,-28.000000,0.000000,Top
C919,60.000000,-52.000000,0.000000,Top
C920,60.000000,-60.000000,0.000000,Top
C921,60.000000,-68.000000,0.000000,Top
C922,60.000000,-76.000000,0.000000,Top
C923,60.000000,-84.000000,0.000000,Top
C924,60.000000,-92.000000,0.000000,Top
C925,60.000000,-100.000000,0.000000,Top
C926,60.000000,-108.000000,0.000000,Top
C927,60.000000,-116.000000,0.000000,Top
C928,60.000000,-124.000000,0.000000,Top
C929,60.000000,-132.000000,0.000000,Top
C930,60.000000,-140.000000,0.000000,Top
C931,60.000000,-148.000000,0.000000,Top
C932,60.000000,-156.000000,0.000000,Top
C933,60.000000,-164.000000,0.000000,Top
C934,60.000000,-172.000000,0.000000,Top
C935,60.000000,-180.000000,0.000000,Top
C936,60.000000,-188.000000,0.000000,Top
C937,60.000000,-196.000000,0.000000,Top
C938,60.000000,-204.000000,0.000000,Top
C939,60.000000,-212.000000,0.000000,Top
C940,60.000000,-220.000000,0.000000,Top
C941,60.000000,-228.000000,0.000000,Top
C942,60.000000,-236.000000,0.000000,Top
C943,60.000000,-244.000000,0.000000,Top
C944,60.000000,-252.000000,0.000000,Top
C945,60.000000,-260.000000,0.000000,Top
C946,60.000000,-268.000000,0.000000,Top
C947,60.000000,-276.000000,0.000000,Top
C948,60.000000,-300.000000,0.000000,Top
C949,60.000000,-308.000000,0.000000,Top
C950,60.000000,-316.000000,0.000000,Top
C951,60.000000,-324.000000,0.000000,Top
C952,60.000000,-332.000000,0.000000,Top
C953,68.000000,-12.000000,0.000000,Top
C954,68.000000,-20.000000,0.000000,Top
C955,68.000000,-28.000000,0.000000,Top
C956,68.000000,-36.000000,0.000000,Top
C957,68.000000,-44.000000,0.000000,Top
C958,68.000000,-52.000000,0.000000,Top
C959,68.000000,-60.000000,0.000000,Top
C960,68.000000,-68.000000,0.000000,Top
C961,68.000000,-76.000000,0.000000,Top
C962,68.000000,-84.000000,0.000000,Top
C963,68.000000,-92.000000,0.000000,Top
C964,68.000000,-100.000000,0.000000,Top
C965,68.000000,-108.000000,0.000000,Top
C966,68.000000,-116.000000,0.000000,Top
C967,68.000000,-124.000000,0.000000,Top
C968,68.000000,-132.000000,0.000000,Top
C969,68.000000,-140.000000,0.000000,Top
C970,68.000000,-148.000000,0.000000,Top
C971,68.000000,-156.000000,0.000000,Top
C972,68.000000,-164.000000,0.000000,Top
C973,68.000000,-172.000000,0.000000,Top
C974,68.000000,-180.000000,0.000000,Top
C975,68.000000,-188.000000,0.000000,Top
C976,68.000000,-196.000000,0.000000,Top
C977,68.000000,-204.000000,0.000000,Top
C978,68.000000,-212.000000,0.000000,Top
C979,68.000000,-220.000000,0.000000,Top
C980,68.000000,-228.000000,0.000000,Top
C981,68.000000,-236.000000,0.000000,Top
C982,68.000000,-244.000000,0.000000,Top
C983,68.000000,-252.000000,0.000000,Top
C984,68.000000,-260.000000,0.000000,Top
C985,68.000000,-268.000000,0.000000,Top
C986,68.000000,-276.000000,0.000000,Top
C987,68.000000,-284.000000,0.000000,Top
C988,68.000000,-292.000000,0.000000,Top
C989,68.000000,-300.000000,0.000000,Top
C990,68.000000,-308.000000,0.000000,Top
C991,68.000000,-316.000000,0.000000,Top
C992,68.000000,-324.000000,0.000000,Top
C993,68.000000,-332.000000,0.000000,Top
C994,76.000000,-12.000000,0.000000,Top
C995,76.000000,-20.000000,0.000000,Top
C996,76.000000,-28.000000,0.000000,Top
C997,76.000000,-36.000000,0.000000,Top
C998,76.000000,-44.000000,0.000000,Top
C999,76.000000,-52.000000,0.000000,Top
C1000,76.000000,-60.000000,0.000000,Top
C1001,76.000000,-68.000000,0.000000,Top
C1002,76.000000,-76.000000,0.000000,Top
C1003,76.000000,-84.000000,0.000000,Top
C1004,76.000000,-92.000000,0.000000,Top
C1005,76.000000,-100.000000,0.000000,Top
C1006,76.000000,-108.000000,0.000000,Top
C1007,76.000000,-116.000000,0.000000,Top
C1008,76.000000,-124.000000,0.000000,Top
C1009,76.000000,-132.000000,0.000000,Top
C1010,76.000000,-140.000000,0.000000,Top
C1011,76.000000,-148.000000,0.000000,Top
C1012,76.000000,-156.000000,0.000000,Top
C1013,76.000000,-164.000000,0.000000,Top
C1014,76.000000,-172.000000,0.000000,Top
C1015,76.000000,-180.000000,0.000000,Top
C1016,76.000000,-188.000000,0.000000,Top
C1017,76.000000,-204.000000,0.000000,Top
C1018,76.000000,-212.000000,0.000000,Top
C1019,76.000000,-220.000000,0.000000,Top
C1020,76.000000,-228.000000,0.000000,Top
C1021,76.000000,-236.000000,0.000000,Top
C1022,76.000000,-244.000000,0.000000,Top
C1023,76.000000,-252.000000,0.000000,Top
C1024,76.000000,-260.000000,0.000000,Top
C1025,76.000000,-268.000000,0.000000,Top
C1026,76.000000,-276.000000,0.000000,Top
C1027,76.000000,-284.000000,0.000000,Top
C1028,76.000000,-292.000000,0.000000,Top
C1029,76.000000,-300.000000,0.000000,Top
C1030,76.000000,-308.000000,0.000000,Top
C1031,76.000000,-316.000000,0.000000,Top
C1032,76.000000,-324.000000,0.000000,Top
C1033,76.000000,-332.000000,0.000000,Top
C1034,84.000000,-12.000000,0.000000,Top
C1035,84.000000,-20.000000,0.000000,Top
C1036,84.000000,-28.000000,0.000000,Top
C1037,84.000000,-36.000000,0.000000,Top
C1038,84.000000,-44.000000,0.000000,Top
C1039,84.000000,-52.000000,0.000000,Top
C1040,84.000000,-60.000000,0.000000,Top
C1041,84.000000,-68.000000,0.000000,Top
C1042,84.000000,-76.000000,0.000000,Top
C1043,84.000000,-84.000000,0.000000,Top
C1044,84.000000,-92.000000,0.000000,Top
C1045,84.000000,-100.000000,0.000000,Top
C1046,84.000000,-108.000000,0.000000,Top
C1047,84.000000,-116.000000,0.000000,Top
C1048,84.000000,-124.000000,0.000000,Top
C1049,84.000000,-132.000000,0.000000,Top
C1050,84.000000,-140.000000,0.000000,Top
C1051,84.000000,-148.000000,0.000000,Top
C1052,84.000000,-156.000000,0.000000,Top
C1053,84.000000,-164.000000,0.000000,Top
C1054,84.000000,-172.000000,0.000000,Top
C1055,84.000000,-180.000000,0.000000,Top
C1056,84.000000,-188.000000,0.000000,Top
C1057,84.000000,-204.000000,0.000000,Top
C1058,84.000000,-212.000000,0.000000,Top
C1059,84.000000,-220.000000,0.000000,Top
C1060,84.000000,-228.000000,0.000000,Top
C1061,84.000000,-236.000000,0.000000,Top
C1062,84.000000,-244.000000,0.000000,Top
C1063,84.000000,-252.000000,0.000000,Top
C1064,84.000000,-260.000000,0.000000,Top
C1065,84.000000,-268.000000,0.000000,Top
C1066,84.000000,-276.000000,0.000000,Top
C1067,84.000000,-284.000000,0.000000,Top
C1068,84.000000,-292.000000,0.000000,Top
C1069,84.000000,-300.000000,0.000000,Top
C1070,84.000000,-308.000000,0.000000,Top
C1071,84.000000,-316.000000,0.000000,Top
C1072,84.000000,-324.000000,0.000000,Top
C1073,84.000000,-332.000000,0.000000,Top
C1074,92.000000,-12.000000,0.000000,Top
C1075,92.000000,-20.000000,0.000000,Top
C1076,92.000000,-28.000000,0.000000,Top
C1077,92.000000,-36.000000,0.000000,Top
C1078,92.000000,-44.000000,0.000000,Top
C1079,92.000000,-52.000000,0.000000,Top
C1080,92.000000,-60.000000,0.000000,Top
C1081,92.000000,-68.000000,0.000000,Top
C1082,92.000000,-76.000000,0.000000,Top
C1083,92.000000,-84.000000,0.000000,Top
C1084,92.000000,-92.000000,0.000000,Top
C1085,92.000000,-100.000000,0.000000,Top
C1086,92.000000,-108.000000,0.000000,Top
C1087,92.000000,-116.000000,0.000000,Top
C1088,92.000000,-124.000000,0.000000,Top
C1089,92.000000,-132.000000,0.000000,Top
C1090,92.000000,-140.000000,0.000000,Top
C1091,92.000000,-148.000000,0.000000,Top
C1092,92.000000,-156.000000,0.000000,Top
C1093,92.000000,-164.000000,0.000000,Top
C1094,92.000000,-172.000000,0.000000,Top
C1095,92.000000,-180.000000,0.000000,Top
C1096,92.000000,-188.000000,0.000000,Top
C1097,92.000000,-204.000000,0.000000,Top
C1098,92.000000,-212.000000,0.000000,Top
C1099,92.000000,-220.000000,0.000000,Top
C1100,92.000000,-228.000000,0.000000,Top
C1101,92.000000,-236.000000,0.000000,Top
C1102,92.000000,-244.000000,0.000000,Top
C1103,92.000000,-252.000000,0.000000,Top
C1104,92.000000,-260.000000,0.000000,Top
C1105,92.000000,-268.000000,0.000000,Top
C1106,92.000000,-276.000000,0.000000,Top
C1107,92.000000,-284.000000,0.000000,Top
C1108,92.000000,-292.000000,0.000000,Top
C1109,92.000000,-300.000000,0.000000,Top
C1110,92.000000,-308.000000,0.000000,Top
C1111,92.000000,-316.000000,0.000000,Top
C1112,92.000000,-324.000000,0.000000,Top
C1113,92.000000,-332.000000,0.000000,Top
C1114,100.000000,-12.000000,0.000000,Top
C1115,100.000000,-20.000000,0.000000,Top
C1116,100.000000,-28.000000,0.000000,Top
C1117,100.000000,-36.000000,0.000000,Top
C1118,100.000000,-44.000000,0.000000,Top
C1119,100.000000,-52.000000,0.000000,Top
C1120,100.000000,-60.000000,0.000000,Top
C1121,100.000000,-68.000000,0.000000,Top
C1122,100.000000,-76.000000,0.000000,Top
C1123,100.000000,-84.000000,0.000000,Top
C1124,100.000000,-92.000000,0.000000,Top
C1125,100.000000,-100.000000,0.000000,Top
C1126,100.000000,-108.000000,0.000000,Top
C1127,100.000000,-116.000000,0.000000,Top
C1128,100.000000,-124.000000,0.000000,Top
C1129,100.000000,-132.000000,0.000000,Top
C1130,100.000000,-140.000000,0.000000,Top
C1131,100.000000,-148.000000,0.000000,Top
C1132,100.000000,-156.000000,0.000000,Top
C1133,100.000000,-164.000000,0.000000,Top
C1134,100.000000,-172.000000,0.000000,Top
C1135,100.000000,-180.000000,0.000000,Top
C1136,100.000000,-188.000000,0.000000,Top
C1137,100.000000,-204.000000,0.000000,Top
C1138,100.000000,-212.000000,0.000000,Top
C1139,100.000000,-220.000000,0.000000,Top
C1140,100.000000,-228.000000,0.000000,Top
C1141,100.000000,-236.000000,0.000000,Top
C1142,100.000000,-244.000000,0.000000,Top
C1143,100.000000,-252.000000,0.000000,Top
C1144,100.000000,-260.000000,0.000000,Top
C1145,100.000000,-268.000000,0.000000,Top
C1146,100.000000,-276.000000,0.000000,Top
C1147,100.000000,-284.000000,0.000000,Top
C1148,100.000000,-292.000000,0.000000,Top
C1149,100.000000,-300.000000,0.000000,Top
C1150,100.000000,-308.000000,0.000000,Top
C1151,100.000000,-316.000000,0.000000,Top
C1152,100.000000,-324.000000,0.000000,Top
C1153,100.000000,-332.000000,0.000000,Top
C1154,108.000000,-12.000000,0.000000,Top
C1155,108.000000,-20.000000,0.000000,Top
C1156,108.000000,-28.000000,0.000000,Top
C1157,108.000000,-36.000000,0.000000,Top
C1158,108.000000,-44.000000,0.000000,Top
C1159,108.000000,-52.000000,0.000000,Top
C1160,108.000000,-60.000000,0.000000,Top
C1161,108.000000,-68.000000,0.000000,Top
C1162,108.000000,-76.000000,0.000000,Top
C1163,108.000000,-84.000000,0.000000,Top
C1164,108.000000,-92.000000,0.000000,Top
C1165,108.000000,-100.000000,0.000000,Top
C1166,108.000000,-108.000000,0.000000,Top
C1167,108.000000,-116.000000,0.000000,Top
C1168,108.000000,-124.000000,0.000000,Top
C1169,108.000000,-204.000000,0.000000,Top
C1170,108.000000,-212.000000,0.000000,Top
C1171,108.000000,-220.000000,0.000000,Top
C1172,108.000000,-228.000000,0.000000,Top
C1173,108.000000,-236.000000,0.000000,Top
C1174,108.000000,-244.000000,0.000000,Top
C1175,108.000000,-252.000000,0.000000,Top
C1176,108.000000,-260.000000,0.000000,Top
C1177,108.000000,-268.000000,0.000000,Top
C1178,108.000000,-276.000000,0.000000,Top
C1179,108.000000,-284.000000,0.000000,Top
C1180,108.000000,-292.000000,0.000000,Top
C1181,108.000000,-300.000000,0.000000,Top
C1182,108.000000,-308.000000,0.000000,Top
C1183,108.000000,-316.000000,0.000000,Top
C1184,108.000000,-324.000000,0.000000,Top
C1185,108.000000,-332.000000,0.000000,Top
C1186,116.000000,-12.000000,0.000000,Top
C1187,116.000000,-20.000000,0.000000,Top
C1188,116.000000,-28.000000,0.000000,Top
C1189,116.000000,-36.000000,0.000000,Top
C1190,116.000000,-44.000000,0.000000,Top
C1191,116.000000,-52.000000,0.000000,Top
C1192,116.000000,-60.000000,0.000000,Top
C1193,116.000000,-68.000000,0.000000,Top
C1194,116.000000,-76.000000,0.000000,Top
C1195,116.000000,-84.000000,0.000000,Top
C1196,116.000000,-92.000000,0.000000,Top
C1197,116.000000,-100.000000,0.000000,Top
C1198,116.000000,-108.000000,0.000000,Top
C1199,116.000000,-116.000000,0.000000,Top
C1200,116.000000,-124.000000,0.000000,Top
C1201,116.000000,-204.000000,0.000000,Top
C1202,116.000000,-212.000000,0.000000,Top
C1203,116.000000,-220.000000,0.000000,Top
C1204,116.000000,-228.000000,0.000000,Top
C1205,116.000000,-236.000000,0.000000,Top
C1206,116.000000,-244.000000,0.000000,Top
C1207,116.000000,-252.000000,0.000000,Top
C1208,116.000000,-260.000000,0.000000,Top
C1209,116.000000,-268.000000,0.000000,Top
C1210,116.000000,-276.000000,0.000000,Top
C1211,116.000000,-284.000000,0.000000,Top
C1212,116.000000,-292.000000,0.000000,Top
C1213,116.000000,-300.000000,0.000000,Top
C1214,116.000000,-308.000000,0.000000,Top
C1215,116.000000,-316.000000,0.000000,Top
C1216,116.000000,-324.000000,0.000000,Top
C1217,116.000000,-332.000000,0.000000,Top
C1218,124.000000,-12.000000,0.000000,Top
C1219,124.000000,-20.000000,0.000000,Top
C1220,124.000000,-28.000000,0.000000,Top
C1221,124.000000,-36.000000,0.000000,Top
C1222,124.000000,-44.000000,0.000000,Top
C1223,124.000000,-52.000000,0.000000,Top
C1224,124.000000,-60.000000,0.000000,Top
C1225,124.000000,-68.000000,0.000000,Top
C1226,124.000000,-76.000000,0.000000,Top
C1227,124.000000,-84.000000,0.000000,Top
C1228,124.000000,-92.000000,0.000000,Top
C1229,124.000000,-100.000000,0.000000,Top
C1230,124.000000,-108.000000,0.000000,Top
C1231,124.000000,-116.000000,0.000000,Top
C1232,124.000000,-124.000000,0.000000,Top
C1233,124.000000,-204.000000,0.000000,Top
C1234,124.000000,-212.000000,0.000000,Top
C1235,124.000000,-220.000000,0.000000,Top
C1236,124.000000,-228.000000,0.000000,Top
C1237,124.000000,-236.000000,0.000000,Top
C1238,124.000000,-244.000000,0.000000,Top
C1239,124.000000,-252.000000,0.000000,Top
C1240,124.000000,-260.000000,0.000000,Top
C1241,124.000000,-268.000000,0.000000,Top
C1242,124.000000,-276.000000,0.000000,Top
C1243,124.000000,-284.000000,0.000000,Top
C1244,124.000000,-292.000000,0.000000,Top
C1245,124.000000,-300.000000,0.000000,Top
C1246,124.000000,-308.000000,0.000000,Top
C1247,124.000000,-316.000000,0.000000,Top
C1248,124.000000,-324.000000,0.000000,Top
C1249,124.000000,-332.000000,0.000000,Top
C1250,132.000000,-12.000000,0.000000,Top
C1251,132.000000,-20.000000,0.000000,Top
C1252,132.000000,-28.000000,0.000000,Top
C1253,132.000000,-36.000000,0.000000,Top
C1254,132.000000,-44.000000,0.000000,Top
C1255,132.000000,-52.000000,0.000000,Top
C1256,132.000000,-60.000000,0.000000,Top
C1257,132.000000,-68.000000,0.000000,Top
C1258,132.000000,-76.000000,0.000000,Top
C1259,132.000000,-84.000000,0.000000,Top
C1260,132.000000,-92.000000,0.000000,Top
C1261,132.000000,-100.000000,0.000000,Top
C1262,132.000000,-108.000000,0.000000,Top
C1263,132.000000,-116.000000,0.000000,Top
C1264,132.000000,-124.000000,0.000000,Top
C1265,132.000000,-204.000000,0.000000,Top
C1266,132.000000,-212.000000,0.000000,Top
C1267,132.000000,-220.000000,0.000000,Top
C1268,132.000000,-228.000000,0.000000,Top
C1269,132.000000,-236.000000,0.000000,Top
C1270,132.000000,-244.000000,0.000000,Top
C1271,132.000000,-252.000000,0.000000,Top
C1272,132.000000,-260.000000,0.000000,Top
C1273,132.000000,-268.000000,0.000000,Top
C1274,132.000000,-276.000000,0.000000,Top
C1275,132.000000,-284.000000,0.000000,Top
C1276,132.000000,-292.000000,0.000000,Top
C1277,132.000000,-300.000000,0.000000,Top
C1278,132.000000,-308.000000,0.000000,Top
C1279,132.000000,-316.000000,0.000000,Top
C1280,132.000000,-324.000000,0.000000,Top
C1281,132.000000,-332.000000,0.000000,Top
C1282,140.000000,-12.000000,0.000000,Top
C1283,140.000000,-20.000000,0.000000,Top
C1284,140.000000,-28.000000,0.000000,Top
C1285,140.000000,-36.000000,0.000000,Top
C1286,140.000000,-44.000000,0.000000,Top
C1287,140.000000,-52.000000,0.000000,Top
C1288,140.000000,-60.000000,0.000000,Top
C1289,140.000000,-68.000000,0.000000,Top
C1290,140.000000,-76.000000,0.000000,Top
C1291,140.000000,-84.000000,0.000000,Top
C1292,140.000000,-92.000000,0.000000,Top
C1293,140.000000,-100.000000,0.000000,Top
C1294,140.000000,-108.000000,0.000000,Top
C1295,140.000000,-116.000000,0.000000,Top
C1296,140.000000,-124.000000,0.000000,Top
C1297,140.000000,-204.000000,0.000000,Top
C1298,140.000000,-212.000000,0.000000,Top
C1299,140.000000,-220.000000,0.000000,Top
C1300,140.000000,-228.000000,0.000000,Top
C1301,140.000000,-236.000000,0.000000,Top
C1302,140.000000,-244.000000,0.000000,Top
C1303,140.000000,-252.000000,0.000000,Top
C1304,140.000000,-260.000000,0.000000,Top
C1305,140.000000,-268.000000,0.000000,Top
C1306,140.000000,-276.000000,0.000000,Top
C1307,140.000000,-284.000000,0.000000,Top
C1308,140.000000,-292.000000,0.000000,Top
C1309,140.000000,-300.000000,0.000000,Top
C1310,140.000000,-308.000000,0.000000,Top
C1311,140.000000,-316.000000,0.000000,Top
C1312,140.000000,-324.000000,0.000000,Top
C1313,140.000000,-332.000000,0.000000,Top
C1314,148.000000,-12.000000,0.000000,Top
C1315,148.000000,-20.000000,0.000000,Top
C1316,148.000000,-28.000000,0.000000,Top
C1317,148.000000,-36.000000,0.000000,Top
C1318,148.000000,-44.000000,0.000000,Top
C1319,148.000000,-52.000000,0.000000,Top
C1320,148.000000,-60.000000,0.000000,Top
C1321,148.000000,-68.000000,0.000000,Top
C1322,148.000000,-76.000000,0.000000,Top
C1323,148.000000,-84.000000,0.000000,Top
C1324,148.000000,-92.000000,0.000000,Top
C1325,148.000000,-100.000000,0.000000,Top
C1326,148.000000,-108.000000,0.000000,Top
C1327,148.000000,-116.000000,0.000000,Top
C1328,148.000000,-124.000000,0.000000,Top
C1329,148.000000,-204.000000,0.000000,Top
C1330,148.000000,-212.000000,0.000000,Top
C1331,148.000000,-220.000000,0.000000,Top
C1332,148.000000,-228.000000,0.000000,Top
C1333,148.000000,-236.000000,0.000000,Top
C1334,148.000000,-244.000000,0.000000,Top
C1335,148.000000,-252.000000,0.000000,Top
C1336,148.000000,-260.000000,0.000000,Top
C1337,148.000000,-268.000000,0.000000,Top
C1338,148.000000,-276.000000,0.000000,Top
C1339,148.000000,-284.000000,0.000000,Top
C1340,148.000000,-292.000000,0.000000,Top
C1341,148.000000,-300.000000,0.000000,Top
C1342,148.000000,-308.000000,0.000000,Top
C1343,148.000000,-316.000000,0.000000,Top
C1344,148.000000,-324.000000,0.000000,Top
C1345,148.000000,-332.000000,0.000000,Top
C1346,156.000000,-12.000000,0.000000,Top
C1347,156.000000,-20.000000,0.000000,Top
C1348,156.000000,-28.000000,0.000000,Top
C1349,156.000000,-36.000000,0.000000,Top
C1350,156.000000,-44.000000,0.000000,Top
C1351,156.000000,-52.000000,0.000000,Top
C1352,156.000000,-60.000000,0.000000,Top
C1353,156.000000,-68.000000,0.000000,Top
C1354,156.000000,-76.000000,0.000000,Top
C1355,156.000000,-84.000000,0.000000,Top
C1356,156.000000,-92.000000,0.000000,Top
C1357,156.000000,-100.000000,0.000000,Top
C1358,156.000000,-108.000000,0.000000,Top
C1359,156.000000,-116.000000,0.000000,Top
C1360,156.000000,-124.000000,0.000000,Top
C1361,156.000000,-204.000000,0.000000,Top
C1362,156.000000,-212.000000,0.000000,Top
C1363,156.000000,-220.000000,0.000000,Top
C1364,156.000000,-228.000000,0.000000,Top
C1365,156.000000,-236.000000,0.000000,Top
C1366,156.000000,-244.000000,0.000000,Top
C1367,156.000000,-252.000000,0.000000,Top
C1368,156.000000,-260.000000,0.000000,Top
C1369,156.000000,-268.000000,0.000000,Top
C1370,156.000000,-276.000000,0.000000,Top
C1371,156.000000,-284.000000,0.000000,Top
C1372,156.000000,-292.000000,0.000000,Top
C1373,156.000000,-300.000000,0.000000,Top
C1374,156.000000,-308.000000,0.000000,Top
C1375,156.000000,-316.000000,0.000000,Top
C1376,156.000000,-324.000000,0.000000,Top
C1377,156.000000,-332.000000,0.000000,Top
C1378,164.000000,-12.000000,0.000000,Top
C1379,164.000000,-20.000000,0.000000,Top
C1380,164.000000,-28.000000,0.000000,Top
C1381,164.000000,-36.000000,0.000000,Top
C1382,164.000000,-44.000000,0.000000,Top
C1383,164.000000,-52.000000,0.000000,Top
C1384,164.000000,-60.000000,0.000000,Top
C1385,164.000000,-68.000000,0.000000,Top
C1386,164.000000,-76.000000,0.000000,Top
C1387,164.000000,-84.000000,0.000000,Top
C1388,164.000000,-92.000000,0.000000,Top
C1389,164.000000,-100.000000,0.000000,Top
C1390,164.000000,-108.000000,0.000000,Top
C1391,164.000000,-116.000000,0.000000,Top
C1392,164.000000,-124.000000,0.000000,Top
C1393,164.000000,-204.000000,0.000000,Top
C1394,164.000000,-212.000000,0.000000,Top
C1395,164.000000,-220.000000,0.000000,Top
C1396,164.000000,-228.000000,0.000000,Top
C1397,164.000000,-236.000000,0.000000,Top
C1398,164.000000,-244.000000,0.000000,Top
C1399,164.000000,-252.000000,0.000000,Top
C1400,164.000000,-260.000000,0.000000,Top
C1401,164.000000,-268.000000,0.000000,Top
C1402,164.000000,-276.000000,0.000000,Top
C1403,164.000000,-284.000000,0.000000,Top
C1404,164.000000,-292.000000,0.000000,Top
C1405,164.000000,-300.000000,0.000000,Top
C1406,164.000000,-308.000000,0.000000,Top
C1407,164.000000,-316.000000,0.000000,Top
C1408,164.000000,-324.000000,0.000000,Top
C1409,164.000000,-332.000000,0.000000,Top
C1410,172.000000,-12.000000,0.000000,Top
C1411,172.000000,-20.000000,0.000000,Top
C1412,172.000000,-28.000000,0.000000,Top
C1413,172.000000,-36.000000,0.000000,Top
C1414,172.000000,-44.000000,0.000000,Top
C1415,172.000000,-52.000000,0.000000,Top
C1416,172.000000,-60.000000,0.000000,Top
C1417,172.000000,-68.000000,0.000000,Top
C1418,172.000000,-76.000000,0.000000,Top
C1419,172.000000,-84.000000,0.000000,Top
C1420,172.000000,-92.000000,0.000000,Top
C1421,172.000000,-100.000000,0.000000,Top
C1422,172.000000,-108.000000,0.000000,Top
C1423,172.000000,-116.000000,0.000000,Top
C1424,172.000000,-124.000000,0.000000,Top
C1425,172.000000,-132.000000,0.000000,Top
C1426,172.000000,-140.000000,0.000000,Top
C1427,172.000000,-148.000000,0.000000,Top
C1428,172.000000,-156.000000,0.000000,Top
C1429,172.000000,-164.000000,0.000000,Top
C1430,172.000000,-172.000000,0.000000,Top
C1431,172.000000,-180.000000,0.000000,Top
C1432,172.000000,-188.000000,0.000000,Top
C1433,172.000000,-204.000000,0.000000,Top
C1434,172.000000,-212.000000,0.000000,Top
C1435,172.000000,-220.000000,0.000000,Top
C1436,172.000000,-228.000000,0.000000,Top
C1437,172.000000,-236.000000,0.000000,Top
C1438,172.000000,-244.000000,0.000000,Top
C1439,172.000000,-252.000000,0.000000,Top
C1440,172.000000,-260.000000,0.000000,Top
C1441,172.000000,-268.000000,0.000000,Top
C1442,172.000000,-276.000000,0.000000,Top
C1443,172.000000,-284.000000,0.000000,Top
