Item,Designator,Quantity,Value,Footprint,Manufacturer,MPN,Distributor,DistributorPN,Package,Description,DNP
1287,?,1,C_passive,C_passive,,,,,C_passive,,No
1288,?,1,C_passive,C_passive,,,,,C_passive,,No
1289,?,1,C_passive,C_passive,,,,,C_passive,,No
1290,?,1,C_passive,C_passive,,,,,C_passive,,No
1291,?,1,C_passive,C_passive,,,,,C_passive,,No
1292,?,1,C_passive,C_passive,,,,,C_passive,,No
1293,?,1,C_passive,C_passive,,,,,C_passive,,No
1294,?,1,C_passive,C_passive,,,,,C_passive,,No
1295,?,1,C_passive,C_passive,,,,,C_passive,,No
1296,?,1,C_passive,C_passive,,,,,C_passive,,No
1297,?,1,C_passive,C_passive,,,,,C_passive,,No
1298,?,1,C_passive,C_passive,,,,,C_passive,,No
1299,?,1,C_passive,C_passive,,,,,C_passive,,No
1300,?,1,C_passive,C_passive,,,,,C_passive,,No
1301,?,1,C_passive,C_passive,,,,,C_passive,,No
1302,?,1,C_passive,C_passive,,,,,C_passive,,No
1303,?,1,C_passive,C_passive,,,,,C_passive,,No
1304,?,1,C_passive,C_passive,,,,,C_passive,,No
1305,?,1,C_passive,C_passive,,,,,C_passive,,No
1306,?,1,C_passive,C_passive,,,,,C_passive,,No
1307,?,1,C_passive,C_passive,,,,,C_passive,,No
1308,?,1,C_passive,C_passive,,,,,C_passive,,No
1309,?,1,C_passive,C_passive,,,,,C_passive,,No
1310,?,1,C_passive,C_passive,,,,,C_passive,,No
1311,?,1,C_passive,C_passive,,,,,C_passive,,No
1312,?,1,C_passive,C_passive,,,,,C_passive,,No
1313,?,1,C_passive,C_passive,,,,,C_passive,,No
1314,?,1,C_passive,C_passive,,,,,C_passive,,No
1315,?,1,C_passive,C_passive,,,,,C_passive,,No
1316,?,1,C_passive,C_passive,,,,,C_passive,,No
1317,?,1,C_passive,C_passive,,,,,C_passive,,No
1318,?,1,C_passive,C_passive,,,,,C_passive,,No
1319,?,1,C_passive,C_passive,,,,,C_passive,,No
1320,?,1,C_passive,C_passive,,,,,C_passive,,No
1321,?,1,C_passive,C_passive,,,,,C_passive,,No
1322,?,1,C_passive,C_passive,,,,,C_passive,,No
1323,?,1,C_passive,C_passive,,,,,C_passive,,No
1324,?,1,C_passive,C_passive,,,,,C_passive,,No
1325,?,1,C_passive,C_passive,,,,,C_passive,,No
1326,?,1,C_passive,C_passive,,,,,C_passive,,No
1327,?,1,C_passive,C_passive,,,,,C_passive,,No
1328,?,1,C_passive,C_passive,,,,,C_passive,,No
1329,?,1,C_passive,C_passive,,,,,C_passive,,No
1330,?,1,C_passive,C_passive,,,,,C_passive,,No
1331,?,1,C_passive,C_passive,,,,,C_passive,,No
1332,?,1,C_passive,C_passive,,,,,C_passive,,No
1333,?,1,C_passive,C_passive,,,,,C_passive,,No
1334,?,1,C_passive,C_passive,,,,,C_passive,,No
1335,?,1,C_passive,C_passive,,,,,C_passive,,No
1336,?,1,C_passive,C_passive,,,,,C_passive,,No
1337,?,1,C_passive,C_passive,,,,,C_passive,,No
1338,?,1,C_passive,C_passive,,,,,C_passive,,No
1339,?,1,C_passive,C_passive,,,,,C_passive,,No
1340,?,1,C_passive,C_passive,,,,,C_passive,,No
1341,?,1,C_passive,C_passive,,,,,C_passive,,No
1342,?,1,C_passive,C_passive,,,,,C_passive,,No
1343,?,1,C_passive,C_passive,,,,,C_passive,,No
1344,?,1,C_passive,C_passive,,,,,C_passive,,No
1345,?,1,C_passive,C_passive,,,,,C_passive,,No
1346,?,1,C_passive,C_passive,,,,,C_passive,,No
1347,?,1,C_passive,C_passive,,,,,C_passive,,No
1348,?,1,C_passive,C_passive,,,,,C_passive,,No
1349,?,1,C_passive,C_passive,,,,,C_passive,,No
1350,?,1,C_passive,C_passive,,,,,C_passive,,No
1351,?,1,C_passive,C_passive,,,,,C_passive,,No
1352,?,1,C_passive,C_passive,,,,,C_passive,,No
1353,?,1,C_passive,C_passive,,,,,C_passive,,No
1354,?,1,C_passive,C_passive,,,,,C_passive,,No
1355,?,1,C_passive,C_passive,,,,,C_passive,,No
1356,?,1,C_passive,C_passive,,,,,C_passive,,No
1357,?,1,C_passive,C_passive,,,,,C_passive,,No
1358,?,1,C_passive,C_passive,,,,,C_passive,,No
1359,?,1,C_passive,C_passive,,,,,C_passive,,No
1360,?,1,C_passive,C_passive,,,,,C_passive,,No
1361,?,1,C_passive,C_passive,,,,,C_passive,,No
1362,?,1,C_passive,C_passive,,,,,C_passive,,No
1363,?,1,C_passive,C_passive,,,,,C_passive,,No
1364,?,1,C_passive,C_passive,,,,,C_passive,,No
1365,?,1,C_passive,C_passive,,,,,C_passive,,No
1366,?,1,C_passive,C_passive,,,,,C_passive,,No
1367,?,1,C_passive,C_passive,,,,,C_passive,,No
1368,?,1,C_passive,C_passive,,,,,C_passive,,No
1369,?,1,C_passive,C_passive,,,,,C_passive,,No
1370,?,1,C_passive,C_passive,,,,,C_passive,,No
1371,?,1,C_passive,C_passive,,,,,C_passive,,No
1372,?,1,C_passive,C_passive,,,,,C_passive,,No
1373,?,1,C_passive,C_passive,,,,,C_passive,,No
1374,?,1,C_passive,C_passive,,,,,C_passive,,No
1375,?,1,C_passive,C_passive,,,,,C_passive,,No
1376,?,1,C_passive,C_passive,,,,,C_passive,,No
1377,?,1,C_passive,C_passive,,,,,C_passive,,No
1378,?,1,C_passive,C_passive,,,,,C_passive,,No
1379,?,1,C_passive,C_passive,,,,,C_passive,,No
1380,?,1,C_passive,C_passive,,,,,C_passive,,No
1381,?,1,C_passive,C_passive,,,,,C_passive,,No
1382,?,1,C_passive,C_passive,,,,,C_passive,,No
1383,?,1,C_passive,C_passive,,,,,C_passive,,No
1384,?,1,C_passive,C_passive,,,,,C_passive,,No
1385,?,1,C_passive,C_passive,,,,,C_passive,,No
1386,?,1,C_passive,C_passive,,,,,C_passive,,No
1387,?,1,C_passive,C_passive,,,,,C_passive,,No
1388,?,1,C_passive,C_passive,,,,,C_passive,,No
1389,?,1,C_passive,C_passive,,,,,C_passive,,No
1390,?,1,C_passive,C_passive,,,,,C_passive,,No
1391,?,1,C_passive,C_passive,,,,,C_passive,,No
1392,?,1,C_passive,C_passive,,,,,C_passive,,No
1393,?,1,C_passive,C_passive,,,,,C_passive,,No
1394,?,1,C_passive,C_passive,,,,,C_passive,,No
1395,?,1,C_passive,C_passive,,,,,C_passive,,No
1396,?,1,C_passive,C_passive,,,,,C_passive,,No
1397,?,1,C_passive,C_passive,,,,,C_passive,,No
1398,?,1,C_passive,C_passive,,,,,C_passive,,No
1399,?,1,C_passive,C_passive,,,,,C_passive,,No
1400,?,1,C_passive,C_passive,,,,,C_passive,,No
1401,?,1,C_passive,C_passive,,,,,C_passive,,No
1402,?,1,C_passive,C_passive,,,,,C_passive,,No
1403,?,1,C_passive,C_passive,,,,,C_passive,,No
1404,?,1,C_passive,C_passive,,,,,C_passive,,No
1405,?,1,C_passive,C_passive,,,,,C_passive,,No
1406,?,1,C_passive,C_passive,,,,,C_passive,,No
1407,?,1,C_passive,C_passive,,,,,C_passive,,No
1408,?,1,C_passive,C_passive,,,,,C_passive,,No
1409,?,1,C_passive,C_passive,,,,,C_passive,,No
1410,?,1,C_passive,C_passive,,,,,C_passive,,No
1411,?,1,C_passive,C_passive,,,,,C_passive,,No
1412,?,1,C_passive,C_passive,,,,,C_passive,,No
1413,?,1,C_passive,C_passive,,,,,C_passive,,No
1414,?,1,C_passive,C_passive,,,,,C_passive,,No
1415,?,1,C_passive,C_passive,,,,,C_passive,,No
1416,?,1,C_passive,C_passive,,,,,C_passive,,No
1417,?,1,C_passive,C_passive,,,,,C_passive,,No
1418,?,1,C_passive,C_passive,,,,,C_passive,,No
1419,?,1,C_passive,C_passive,,,,,C_passive,,No
1420,?,1,C_passive,C_passive,,,,,C_passive,,No
1421,?,1,C_passive,C_passive,,,,,C_passive,,No
1422,?,1,C_passive,C_passive,,,,,C_passive,,No
1423,?,1,C_passive,C_passive,,,,,C_passive,,No
1424,?,1,C_passive,C_passive,,,,,C_passive,,No
1425,?,1,C_passive,C_passive,,,,,C_passive,,No
1426,?,1,C_passive,C_passive,,,,,C_passive,,No
1427,?,1,C_passive,C_passive,,,,,C_passive,,No
1428,?,1,C_passive,C_passive,,,,,C_passive,,No
1429,?,1,C_passive,C_passive,,,,,C_passive,,No
1430,?,1,C_passive,C_passive,,,,,C_passive,,No
1431,?,1,C_passive,C_passive,,,,,C_passive,,No
1432,?,1,C_passive,C_passive,,,,,C_passive,,No
1433,?,1,C_passive,C_passive,,,,,C_passive,,No
1434,?,1,C_passive,C_passive,,,,,C_passive,,No
1435,?,1,C_passive,C_passive,,,,,C_passive,,No
1436,?,1,C_passive,C_passive,,,,,C_passive,,No
1437,?,1,C_passive,C_passive,,,,,C_passive,,No
1438,?,1,C_passive,C_passive,,,,,C_passive,,No
1439,?,1,C_passive,C_passive,,,,,C_passive,,No
1440,?,1,C_passive,C_passive,,,,,C_passive,,No
1441,?,1,C_passive,C_passive,,,,,C_passive,,No
1442,?,1,C_passive,C_passive,,,,,C_passive,,No
1443,?,1,C_passive,C_passive,,,,,C_passive,,No
1444,?,1,C_passive,C_passive,,,,,C_passive,,No
1445,?,1,C_passive,C_passive,,,,,C_passive,,No
1446,?,1,C_passive,C_passive,,,,,C_passive,,No
1447,?,1,C_passive,C_passive,,,,,C_passive,,No
1448,?,1,C_passive,C_passive,,,,,C_passive,,No
1449,?,1,C_passive,C_passive,,,,,C_passive,,No
1450,?,1,C_passive,C_passive,,,,,C_passive,,No
1451,?,1,C_passive,C_passive,,,,,C_passive,,No
1452,?,1,C_passive,C_passive,,,,,C_passive,,No
1453,?,1,C_passive,C_passive,,,,,C_passive,,No
1454,?,1,C_passive,C_passive,,,,,C_passive,,No
1455,?,1,C_passive,C_passive,,,,,C_passive,,No
1456,?,1,C_passive,C_passive,,,,,C_passive,,No
1457,?,1,C_passive,C_passive,,,,,C_passive,,No
1458,?,1,C_passive,C_passive,,,,,C_passive,,No
1459,?,1,C_passive,C_passive,,,,,C_passive,,No
1460,?,1,C_passive,C_passive,,,,,C_passive,,No
1461,?,1,C_passive,C_passive,,,,,C_passive,,No
1462,?,1,C_passive,C_passive,,,,,C_passive,,No
1463,?,1,C_passive,C_passive,,,,,C_passive,,No
1464,?,1,C_passive,C_passive,,,,,C_passive,,No
1465,?,1,C_passive,C_passive,,,,,C_passive,,No
1466,?,1,C_passive,C_passive,,,,,C_passive,,No
1467,?,1,C_passive,C_passive,,,,,C_passive,,No
1468,?,1,C_passive,C_passive,,,,,C_passive,,No
1469,?,1,C_passive,C_passive,,,,,C_passive,,No
1470,?,1,C_passive,C_passive,,,,,C_passive,,No
1471,?,1,C_passive,C_passive,,,,,C_passive,,No
1472,?,1,C_passive,C_passive,,,,,C_passive,,No
1473,?,1,C_passive,C_passive,,,,,C_passive,,No
1474,?,1,C_passive,C_passive,,,,,C_passive,,No
1475,?,1,C_passive,C_passive,,,,,C_passive,,No
1476,?,1,C_passive,C_passive,,,,,C_passive,,No
1477,?,1,C_passive,C_passive,,,,,C_passive,,No
1478,?,1,C_passive,C_passive,,,,,C_passive,,No
1479,?,1,C_passive,C_passive,,,,,C_passive,,No
1480,?,1,C_passive,C_passive,,,,,C_passive,,No
1481,?,1,C_passive,C_passive,,,,,C_passive,,No
1482,?,1,C_passive,C_passive,,,,,C_passive,,No
1483,?,1,C_passive,C_passive,,,,,C_passive,,No
1484,?,1,C_passive,C_passive,,,,,C_passive,,No
1485,?,1,C_passive,C_passive,,,,,C_passive,,No
1486,?,1,C_passive,C_passive,,,,,C_passive,,No
1487,?,1,C_passive,C_passive,,,,,C_passive,,No
1488,?,1,C_passive,C_passive,,,,,C_passive,,No
1489,?,1,C_passive,C_passive,,,,,C_passive,,No
1490,?,1,C_passive,C_passive,,,,,C_passive,,No
1491,?,1,C_passive,C_passive,,,,,C_passive,,No
1492,?,1,C_passive,C_passive,,,,,C_passive,,No
1493,?,1,C_passive,C_passive,,,,,C_passive,,No
1494,?,1,C_passive,C_passive,,,,,C_passive,,No
1495,?,1,C_passive,C_passive,,,,,C_passive,,No
1496,?,1,C_passive,C_passive,,,,,C_passive,,No
1497,?,1,C_passive,C_passive,,,,,C_passive,,No
1498,?,1,C_passive,C_passive,,,,,C_passive,,No
1499,?,1,C_passive,C_passive,,,,,C_passive,,No
1500,?,1,C_passive,C_passive,,,,,C_passive,,No
1501,?,1,C_passive,C_passive,,,,,C_passive,,No
1502,?,1,C_passive,C_passive,,,,,C_passive,,No
1503,?,1,C_passive,C_passive,,,,,C_passive,,No
1504,?,1,C_passive,C_passive,,,,,C_passive,,No
1505,?,1,C_passive,C_passive,,,,,C_passive,,No
1506,?,1,C_passive,C_passive,,,,,C_passive,,No
1507,?,1,C_passive,C_passive,,,,,C_passive,,No
1508,?,1,C_passive,C_passive,,,,,C_passive,,No
1509,?,1,C_passive,C_passive,,,,,C_passive,,No
1510,?,1,C_passive,C_passive,,,,,C_passive,,No
1511,?,1,C_passive,C_passive,,,,,C_passive,,No
1512,?,1,C_passive,C_passive,,,,,C_passive,,No
1513,?,1,C_passive,C_passive,,,,,C_passive,,No
1514,?,1,C_passive,C_passive,,,,,C_passive,,No
1515,?,1,C_passive,C_passive,,,,,C_passive,,No
1516,?,1,C_passive,C_passive,,,,,C_passive,,No
1517,?,1,C_passive,C_passive,,,,,C_passive,,No
1518,?,1,C_passive,C_passive,,,,,C_passive,,No
1519,?,1,C_passive,C_passive,,,,,C_passive,,No
1520,?,1,C_passive,C_passive,,,,,C_passive,,No
1521,?,1,C_passive,C_passive,,,,,C_passive,,No
1522,?,1,C_passive,C_passive,,,,,C_passive,,No
1523,?,1,C_passive,C_passive,,,,,C_passive,,No
1524,?,1,C_passive,C_passive,,,,,C_passive,,No
1525,?,1,C_passive,C_passive,,,,,C_passive,,No
1526,?,1,C_passive,C_passive,,,,,C_passive,,No
1527,?,1,C_passive,C_passive,,,,,C_passive,,No
1528,?,1,C_passive,C_passive,,,,,C_passive,,No
1529,?,1,C_passive,C_passive,,,,,C_passive,,No
1530,?,1,C_passive,C_passive,,,,,C_passive,,No
1531,?,1,C_passive,C_passive,,,,,C_passive,,No
1532,?,1,C_passive,C_passive,,,,,C_passive,,No
1533,?,1,C_passive,C_passive,,,,,C_passive,,No
1534,?,1,C_passive,C_passive,,,,,C_passive,,No
1535,?,1,C_passive,C_passive,,,,,C_passive,,No
1536,?,1,C_passive,C_passive,,,,,C_passive,,No
1537,?,1,C_passive,C_passive,,,,,C_passive,,No
1538,?,1,C_passive,C_passive,,,,,C_passive,,No
1539,?,1,C_passive,C_passive,,,,,C_passive,,No
1540,?,1,C_passive,C_passive,,,,,C_passive,,No
1541,?,1,C_passive,C_passive,,,,,C_passive,,No
1542,?,1,C_passive,C_passive,,,,,C_passive,,No
1543,?,1,C_passive,C_passive,,,,,C_passive,,No
1544,?,1,C_passive,C_passive,,,,,C_passive,,No
1545,?,1,C_passive,C_passive,,,,,C_passive,,No
1546,?,1,C_passive,C_passive,,,,,C_passive,,No
1547,?,1,C_passive,C_passive,,,,,C_passive,,No
1548,?,1,C_passive,C_passive,,,,,C_passive,,No
1549,?,1,C_passive,C_passive,,,,,C_passive,,No
1550,?,1,C_passive,C_passive,,,,,C_passive,,No
1551,?,1,C_passive,C_passive,,,,,C_passive,,No
1552,?,1,C_passive,C_passive,,,,,C_passive,,No
1553,?,1,C_passive,C_passive,,,,,C_passive,,No
1554,?,1,C_passive,C_passive,,,,,C_passive,,No
1555,?,1,C_passive,C_passive,,,,,C_passive,,No
1556,?,1,C_passive,C_passive,,,,,C_passive,,No
1557,?,1,C_passive,C_passive,,,,,C_passive,,No
1558,?,1,C_passive,C_passive,,,,,C_passive,,No
1559,?,1,C_passive,C_passive,,,,,C_passive,,No
1560,?,1,C_passive,C_passive,,,,,C_passive,,No
1561,?,1,C_passive,C_passive,,,,,C_passive,,No
1562,?,1,C_passive,C_passive,,,,,C_passive,,No
1563,?,1,C_passive,C_passive,,,,,C_passive,,No
1564,?,1,C_passive,C_passive,,,,,C_passive,,No
1565,?,1,C_passive,C_passive,,,,,C_passive,,No
1566,?,1,C_passive,C_passive,,,,,C_passive,,No
1567,?,1,C_passive,C_passive,,,,,C_passive,,No
1568,?,1,C_passive,C_passive,,,,,C_passive,,No
1569,?,1,C_passive,C_passive,,,,,C_passive,,No
1570,?,1,C_passive,C_passive,,,,,C_passive,,No
1571,?,1,C_passive,C_passive,,,,,C_passive,,No
1572,?,1,C_passive,C_passive,,,,,C_passive,,No
1573,?,1,C_passive,C_passive,,,,,C_passive,,No
1574,?,1,C_passive,C_passive,,,,,C_passive,,No
1575,?,1,C_passive,C_passive,,,,,C_passive,,No
1576,?,1,C_passive,C_passive,,,,,C_passive,,No
1577,?,1,C_passive,C_passive,,,,,C_passive,,No
1578,?,1,C_passive,C_passive,,,,,C_passive,,No
1579,?,1,C_passive,C_passive,,,,,C_passive,,No
1580,?,1,C_passive,C_passive,,,,,C_passive,,No
1581,?,1,C_passive,C_passive,,,,,C_passive,,No
1582,?,1,C_passive,C_passive,,,,,C_passive,,No
1583,?,1,C_passive,C_passive,,,,,C_passive,,No
1584,?,1,C_passive,C_passive,,,,,C_passive,,No
1585,?,1,C_passive,C_passive,,,,,C_passive,,No
1586,?,1,C_passive,C_passive,,,,,C_passive,,No
1587,?,1,C_passive,C_passive,,,,,C_passive,,No
1588,?,1,C_passive,C_passive,,,,,C_passive,,No
1589,?,1,C_passive,C_passive,,,,,C_passive,,No
1590,?,1,C_passive,C_passive,,,,,C_passive,,No
1591,?,1,C_passive,C_passive,,,,,C_passive,,No
1592,?,1,C_passive,C_passive,,,,,C_passive,,No
1593,?,1,C_passive,C_passive,,,,,C_passive,,No
1594,?,1,C_passive,C_passive,,,,,C_passive,,No
1595,?,1,C_passive,C_passive,,,,,C_passive,,No
1596,?,1,C_passive,C_passive,,,,,C_passive,,No
1597,?,1,C_passive,C_passive,,,,,C_passive,,No
1598,?,1,C_passive,C_passive,,,,,C_passive,,No
1599,?,1,C_passive,C_passive,,,,,C_passive,,No
1600,?,1,C_passive,C_passive,,,,,C_passive,,No
1601,?,1,C_passive,C_passive,,,,,C_passive,,No
1602,?,1,C_passive,C_passive,,,,,C_passive,,No
1603,?,1,C_passive,C_passive,,,,,C_passive,,No
1604,?,1,C_passive,C_passive,,,,,C_passive,,No
1605,?,1,C_passive,C_passive,,,,,C_passive,,No
1606,?,1,C_passive,C_passive,,,,,C_passive,,No
1607,?,1,C_passive,C_passive,,,,,C_passive,,No
1608,?,1,C_passive,C_passive,,,,,C_passive,,No
1609,?,1,C_passive,C_passive,,,,,C_passive,,No
1610,?,1,C_passive,C_passive,,,,,C_passive,,No
1611,?,1,C_passive,C_passive,,,,,C_passive,,No
1612,?,1,C_passive,C_passive,,,,,C_passive,,No
1613,?,1,C_passive,C_passive,,,,,C_passive,,No
1614,?,1,C_passive,C_passive,,,,,C_passive,,No
1615,?,1,C_passive,C_passive,,,,,C_passive,,No
1616,?,1,C_passive,C_passive,,,,,C_passive,,No
1617,?,1,C_passive,C_passive,,,,,C_passive,,No
1618,?,1,C_passive,C_passive,,,,,C_passive,,No
1619,?,1,C_passive,C_passive,,,,,C_passive,,No
1620,?,1,C_passive,C_passive,,,,,C_passive,,No
1621,?,1,C_passive,C_passive,,,,,C_passive,,No
1622,?,1,C_passive,C_passive,,,,,C_passive,,No
1623,?,1,C_passive,C_passive,,,,,C_passive,,No
1624,?,1,C_passive,C_passive,,,,,C_passive,,No
1625,?,1,C_passive,C_passive,,,,,C_passive,,No
1626,?,1,C_passive,C_passive,,,,,C_passive,,No
1627,?,1,C_passive,C_passive,,,,,C_passive,,No
1628,?,1,C_passive,C_passive,,,,,C_passive,,No
1629,?,1,C_passive,C_passive,,,,,C_passive,,No
1630,?,1,C_passive,C_passive,,,,,C_passive,,No
1631,?,1,C_passive,C_passive,,,,,C_passive,,No
1632,?,1,C_passive,C_passive,,,,,C_passive,,No
1633,?,1,C_passive,C_passive,,,,,C_passive,,No
1634,?,1,C_passive,C_passive,,,,,C_passive,,No
1635,?,1,C_passive,C_passive,,,,,C_passive,,No
1636,?,1,C_passive,C_passive,,,,,C_passive,,No
1637,?,1,C_passive,C_passive,,,,,C_passive,,No
1638,?,1,C_passive,C_passive,,,,,C_passive,,No
1639,?,1,C_passive,C_passive,,,,,C_passive,,No
1640,?,1,C_passive,C_passive,,,,,C_passive,,No
1641,?,1,C_passive,C_passive,,,,,C_passive,,No
1642,?,1,C_passive,C_passive,,,,,C_passive,,No
1643,?,1,C_passive,C_passive,,,,,C_passive,,No
1644,?,1,C_passive,C_passive,,,,,C_passive,,No
1645,?,1,C_passive,C_passive,,,,,C_passive,,No
1646,?,1,C_passive,C_passive,,,,,C_passive,,No
1647,?,1,C_passive,C_passive,,,,,C_passive,,No
1648,?,1,C_passive,C_passive,,,,,C_passive,,No
1649,?,1,C_passive,C_passive,,,,,C_passive,,No
1650,?,1,C_passive,C_passive,,,,,C_passive,,No
1651,?,1,C_passive,C_passive,,,,,C_passive,,No
1652,?,1,C_passive,C_passive,,,,,C_passive,,No
1653,?,1,C_passive,C_passive,,,,,C_passive,,No
1654,?,1,C_passive,C_passive,,,,,C_passive,,No
1655,?,1,C_passive,C_passive,,,,,C_passive,,No
1656,?,1,C_passive,C_passive,,,,,C_passive,,No
1657,?,1,C_passive,C_passive,,,,,C_passive,,No
1658,?,1,C_passive,C_passive,,,,,C_passive,,No
1659,?,1,C_passive,C_passive,,,,,C_passive,,No
1660,?,1,C_passive,C_passive,,,,,C_passive,,No
1661,?,1,C_passive,C_passive,,,,,C_passive,,No
1662,?,1,C_passive,C_passive,,,,,C_passive,,No
1663,?,1,C_passive,C_passive,,,,,C_passive,,No
1664,?,1,C_passive,C_passive,,,,,C_passive,,No
1665,?,1,C_passive,C_passive,,,,,C_passive,,No
1666,?,1,C_passive,C_passive,,,,,C_passive,,No
1667,?,1,C_passive,C_passive,,,,,C_passive,,No
1668,?,1,C_passive,C_passive,,,,,C_passive,,No
1669,?,1,C_passive,C_passive,,,,,C_passive,,No
1670,?,1,C_passive,C_passive,,,,,C_passive,,No
1671,?,1,C_passive,C_passive,,,,,C_passive,,No
1672,?,1,C_passive,C_passive,,,,,C_passive,,No
1673,?,1,C_passive,C_passive,,,,,C_passive,,No
1674,?,1,C_passive,C_passive,,,,,C_passive,,No
1675,?,1,C_passive,C_passive,,,,,C_passive,,No
1676,?,1,C_passive,C_passive,,,,,C_passive,,No
1677,?,1,C_passive,C_passive,,,,,C_passive,,No
1678,?,1,C_passive,C_passive,,,,,C_passive,,No
1679,?,1,C_passive,C_passive,,,,,C_passive,,No
1680,?,1,C_passive,C_passive,,,,,C_passive,,No
1681,?,1,C_passive,C_passive,,,,,C_passive,,No
1682,?,1,C_passive,C_passive,,,,,C_passive,,No
1683,?,1,C_passive,C_passive,,,,,C_passive,,No
1684,?,1,C_passive,C_passive,,,,,C_passive,,No
1685,?,1,C_passive,C_passive,,,,,C_passive,,No
1686,?,1,C_passive,C_passive,,,,,C_passive,,No
1687,?,1,C_passive,C_passive,,,,,C_passive,,No
1688,?,1,C_passive,C_passive,,,,,C_passive,,No
1689,?,1,C_passive,C_passive,,,,,C_passive,,No
1690,?,1,C_passive,C_passive,,,,,C_passive,,No
1691,?,1,C_passive,C_passive,,,,,C_passive,,No
1692,?,1,C_passive,C_passive,,,,,C_passive,,No
1693,?,1,C_passive,C_passive,,,,,C_passive,,No
1694,?,1,C_passive,C_passive,,,,,C_passive,,No
1695,?,1,C_passive,C_passive,,,,,C_passive,,No
1696,?,1,C_passive,C_passive,,,,,C_passive,,No
1697,?,1,C_passive,C_passive,,,,,C_passive,,No
1698,?,1,C_passive,C_passive,,,,,C_passive,,No
1699,?,1,C_passive,C_passive,,,,,C_passive,,No
1700,?,1,C_passive,C_passive,,,,,C_passive,,No
1701,?,1,C_passive,C_passive,,,,,C_passive,,No
1702,?,1,C_passive,C_passive,,,,,C_passive,,No
1703,?,1,C_passive,C_passive,,,,,C_passive,,No
1704,?,1,C_passive,C_passive,,,,,C_passive,,No
1705,?,1,C_passive,C_passive,,,,,C_passive,,No
1706,?,1,C_passive,C_passive,,,,,C_passive,,No
1707,?,1,C_passive,C_passive,,,,,C_passive,,No
1708,?,1,C_passive,C_passive,,,,,C_passive,,No
1709,?,1,C_passive,C_passive,,,,,C_passive,,No
1710,?,1,C_passive,C_passive,,,,,C_passive,,No
1711,?,1,C_passive,C_passive,,,,,C_passive,,No
1712,?,1,C_passive,C_passive,,,,,C_passive,,No
1713,?,1,C_passive,C_passive,,,,,C_passive,,No
1714,?,1,C_passive,C_passive,,,,,C_passive,,No
1715,?,1,C_passive,C_passive,,,,,C_passive,,No
1716,?,1,C_passive,C_passive,,,,,C_passive,,No
1717,?,1,C_passive,C_passive,,,,,C_passive,,No
1718,?,1,C_passive,C_passive,,,,,C_passive,,No
1719,?,1,C_passive,C_passive,,,,,C_passive,,No
1720,?,1,C_passive,C_passive,,,,,C_passive,,No
1721,?,1,C_passive,C_passive,,,,,C_passive,,No
1722,?,1,C_passive,C_passive,,,,,C_passive,,No
1723,?,1,C_passive,C_passive,,,,,C_passive,,No
1724,?,1,C_passive,C_passive,,,,,C_passive,,No
1725,?,1,C_passive,C_passive,,,,,C_passive,,No
1726,?,1,C_passive,C_passive,,,,,C_passive,,No
1727,?,1,C_passive,C_passive,,,,,C_passive,,No
1728,?,1,C_passive,C_passive,,,,,C_passive,,No
1729,?,1,C_passive,C_passive,,,,,C_passive,,No
1730,?,1,C_passive,C_passive,,,,,C_passive,,No
1731,?,1,C_passive,C_passive,,,,,C_passive,,No
1732,?,1,C_passive,C_passive,,,,,C_passive,,No
1733,?,1,C_passive,C_passive,,,,,C_passive,,No
1734,?,1,C_passive,C_passive,,,,,C_passive,,No
1735,?,1,C_passive,C_passive,,,,,C_passive,,No
1736,?,1,C_passive,C_passive,,,,,C_passive,,No
1737,?,1,C_passive,C_passive,,,,,C_passive,,No
1738,?,1,C_passive,C_passive,,,,,C_passive,,No
1739,?,1,C_passive,C_passive,,,,,C_passive,,No
1740,?,1,C_passive,C_passive,,,,,C_passive,,No
1741,?,1,C_passive,C_passive,,,,,C_passive,,No
1742,?,1,C_passive,C_passive,,,,,C_passive,,No
1743,?,1,C_passive,C_passive,,,,,C_passive,,No
1744,?,1,C_passive,C_passive,,,,,C_passive,,No
1745,?,1,C_passive,C_passive,,,,,C_passive,,No
1746,?,1,C_passive,C_passive,,,,,C_passive,,No
1747,?,1,C_passive,C_passive,,,,,C_passive,,No
1748,?,1,C_passive,C_passive,,,,,C_passive,,No
1749,?,1,C_passive,C_passive,,,,,C_passive,,No
1750,?,1,C_passive,C_passive,,,,,C_passive,,No
1751,?,1,C_passive,C_passive,,,,,C_passive,,No
1752,?,1,C_passive,C_passive,,,,,C_passive,,No
1753,?,1,C_passive,C_passive,,,,,C_passive,,No
1754,?,1,C_passive,C_passive,,,,,C_passive,,No
1755,?,1,C_passive,C_passive,,,,,C_passive,,No
1756,?,1,C_passive,C_passive,,,,,C_passive,,No
1757,?,1,C_passive,C_passive,,,,,C_passive,,No
1758,?,1,C_passive,C_passive,,,,,C_passive,,No
1759,?,1,C_passive,C_passive,,,,,C_passive,,No
1760,?,1,C_passive,C_passive,,,,,C_passive,,No
1761,?,1,C_passive,C_passive,,,,,C_passive,,No
1762,?,1,C_passive,C_passive,,,,,C_passive,,No
1763,?,1,C_passive,C_passive,,,,,C_passive,,No
1764,?,1,C_passive,C_passive,,,,,C_passive,,No
1765,?,1,C_passive,C_passive,,,,,C_passive,,No
1766,?,1,C_passive,C_passive,,,,,C_passive,,No
