Item,Designator,Quantity,Value,Footprint,Manufacturer,MPN,Distributor,DistributorPN,Package,Description,DNP
307,?,1,C_passive,C_passive,,,,,C_passive,,No
308,?,1,C_passive,C_passive,,,,,C_passive,,No
309,?,1,C_passive,C_passive,,,,,C_passive,,No
310,?,1,C_passive,C_passive,,,,,C_passive,,No
311,?,1,C_passive,C_passive,,,,,C_passive,,No
312,?,1,C_passive,C_passive,,,,,C_passive,,No
313,?,1,C_passive,C_passive,,,,,C_passive,,No
314,?,1,C_passive,C_passive,,,,,C_passive,,No
315,?,1,C_passive,C_passive,,,,,C_passive,,No
316,?,1,C_passive,C_passive,,,,,C_passive,,No
317,?,1,C_passive,C_passive,,,,,C_passive,,No
318,?,1,C_passive,C_passive,,,,,C_passive,,No
319,?,1,C_passive,C_passive,,,,,C_passive,,No
320,?,1,C_passive,C_passive,,,,,C_passive,,No
321,?,1,C_passive,C_passive,,,,,C_passive,,No
322,?,1,C_passive,C_passive,,,,,C_passive,,No
323,?,1,C_passive,C_passive,,,,,C_passive,,No
324,?,1,C_passive,C_passive,,,,,C_passive,,No
325,?,1,C_passive,C_passive,,,,,C_passive,,No
326,?,1,C_passive,C_passive,,,,,C_passive,,No
327,?,1,C_passive,C_passive,,,,,C_passive,,No
328,?,1,C_passive,C_passive,,,,,C_passive,,No
329,?,1,C_passive,C_passive,,,,,C_passive,,No
330,?,1,C_passive,C_passive,,,,,C_passive,,No
331,?,1,C_passive,C_passive,,,,,C_passive,,No
332,?,1,C_passive,C_passive,,,,,C_passive,,No
333,?,1,C_passive,C_passive,,,,,C_passive,,No
334,?,1,C_passive,C_passive,,,,,C_passive,,No
335,?,1,C_passive,C_passive,,,,,C_passive,,No
336,?,1,C_passive,C_passive,,,,,C_passive,,No
337,?,1,C_passive,C_passive,,,,,C_passive,,No
338,?,1,C_passive,C_passive,,,,,C_passive,,No
339,?,1,C_passive,C_passive,,,,,C_passive,,No
340,?,1,C_passive,C_passive,,,,,C_passive,,No
341,?,1,C_passive,C_passive,,,,,C_passive,,No
342,?,1,C_passive,C_passive,,,,,C_passive,,No
343,?,1,C_passive,C_passive,,,,,C_passive,,No
344,?,1,C_passive,C_passive,,,,,C_passive,,No
345,?,1,C_passive,C_passive,,,,,C_passive,,No
346,?,1,C_passive,C_passive,,,,,C_passive,,No
347,?,1,C_passive,C_passive,,,,,C_passive,,No
348,?,1,C_passive,C_passive,,,,,C_passive,,No
349,?,1,C_passive,C_passive,,,,,C_passive,,No
350,?,1,C_passive,C_passive,,,,,C_passive,,No
351,?,1,C_passive,C_passive,,,,,C_passive,,No
352,?,1,C_passive,C_passive,,,,,C_passive,,No
353,?,1,C_passive,C_passive,,,,,C_passive,,No
354,?,1,C_passive,C_passive,,,,,C_passive,,No
355,?,1,C_passive,C_passive,,,,,C_passive,,No
356,?,1,C_passive,C_passive,,,,,C_passive,,No
357,?,1,C_passive,C_passive,,,,,C_passive,,No
358,?,1,C_passive,C_passive,,,,,C_passive,,No
359,?,1,C_passive,C_passive,,,,,C_passive,,No
360,?,1,C_passive,C_passive,,,,,C_passive,,No
361,?,1,C_passive,C_passive,,,,,C_passive,,No
362,?,1,C_passive,C_passive,,,,,C_passive,,No
363,?,1,C_passive,C_passive,,,,,C_passive,,No
364,?,1,C_passive,C_passive,,,,,C_passive,,No
365,?,1,C_passive,C_passive,,,,,C_passive,,No
366,?,1,C_passive,C_passive,,,,,C_passive,,No
367,?,1,C_passive,C_passive,,,,,C_passive,,No
368,?,1,C_passive,C_passive,,,,,C_passive,,No
369,?,1,C_passive,C_passive,,,,,C_passive,,No
370,?,1,C_passive,C_passive,,,,,C_passive,,No
371,?,1,C_passive,C_passive,,,,,C_passive,,No
372,?,1,C_passive,C_passive,,,,,C_passive,,No
373,?,1,C_passive,C_passive,,,,,C_passive,,No
374,?,1,C_passive,C_passive,,,,,C_passive,,No
375,?,1,C_passive,C_passive,,,,,C_passive,,No
376,?,1,C_passive,C_passive,,,,,C_passive,,No
377,?,1,C_passive,C_passive,,,,,C_passive,,No
378,?,1,C_passive,C_passive,,,,,C_passive,,No
379,?,1,C_passive,C_passive,,,,,C_passive,,No
380,?,1,C_passive,C_passive,,,,,C_passive,,No
381,?,1,C_passive,C_passive,,,,,C_passive,,No
382,?,1,C_passive,C_passive,,,,,C_passive,,No
383,?,1,C_passive,C_passive,,,,,C_passive,,No
384,?,1,C_passive,C_passive,,,,,C_passive,,No
385,?,1,C_passive,C_passive,,,,,C_passive,,No
386,?,1,C_passive,C_passive,,,,,C_passive,,No
387,?,1,C_passive,C_passive,,,,,C_passive,,No
388,?,1,C_passive,C_passive,,,,,C_passive,,No
389,?,1,C_passive,C_passive,,,,,C_passive,,No
390,?,1,C_passive,C_passive,,,,,C_passive,,No
391,?,1,C_passive,C_passive,,,,,C_passive,,No
392,?,1,C_passive,C_passive,,,,,C_passive,,No
393,?,1,C_passive,C_passive,,,,,C_passive,,No
394,?,1,C_passive,C_passive,,,,,C_passive,,No
395,?,1,C_passive,C_passive,,,,,C_passive,,No
396,?,1,C_passive,C_passive,,,,,C_passive,,No
397,?,1,C_passive,C_passive,,,,,C_passive,,No
398,?,1,C_passive,C_passive,,,,,C_passive,,No
399,?,1,C_passive,C_passive,,,,,C_passive,,No
400,?,1,C_passive,C_passive,,,,,C_passive,,No
401,?,1,C_passive,C_passive,,,,,C_passive,,No
402,?,1,C_passive,C_passive,,,,,C_passive,,No
403,?,1,C_passive,C_passive,,,,,C_passive,,No
404,?,1,C_passive,C_passive,,,,,C_passive,,No
405,?,1,C_passive,C_passive,,,,,C_passive,,No
406,?,1,C_passive,C_passive,,,,,C_passive,,No
407,?,1,C_passive,C_passive,,,,,C_passive,,No
408,?,1,C_passive,C_passive,,,,,C_passive,,No
409,?,1,C_passive,C_passive,,,,,C_passive,,No
410,?,1,C_passive,C_passive,,,,,C_passive,,No
411,?,1,C_passive,C_passive,,,,,C_passive,,No
412,?,1,C_passive,C_passive,,,,,C_passive,,No
413,?,1,C_passive,C_passive,,,,,C_passive,,No
414,?,1,C_passive,C_passive,,,,,C_passive,,No
415,?,1,C_passive,C_passive,,,,,C_passive,,No
416,?,1,C_passive,C_passive,,,,,C_passive,,No
417,?,1,C_passive,C_passive,,,,,C_passive,,No
418,?,1,C_passive,C_passive,,,,,C_passive,,No
419,?,1,C_passive,C_passive,,,,,C_passive,,No
420,?,1,C_passive,C_passive,,,,,C_passive,,No
421,?,1,C_passive,C_passive,,,,,C_passive,,No
422,?,1,C_passive,C_passive,,,,,C_passive,,No
423,?,1,C_passive,C_passive,,,,,C_passive,,No
424,?,1,C_passive,C_passive,,,,,C_passive,,No
425,?,1,C_passive,C_passive,,,,,C_passive,,No
426,?,1,C_passive,C_passive,,,,,C_passive,,No
427,?,1,C_passive,C_passive,,,,,C_passive,,No
428,?,1,C_passive,C_passive,,,,,C_passive,,No
429,?,1,C_passive,C_passive,,,,,C_passive,,No
430,?,1,C_passive,C_passive,,,,,C_passive,,No
431,?,1,C_passive,C_passive,,,,,C_passive,,No
432,?,1,C_passive,C_passive,,,,,C_passive,,No
433,?,1,C_passive,C_passive,,,,,C_passive,,No
434,?,1,C_passive,C_passive,,,,,C_passive,,No
435,?,1,C_passive,C_passive,,,,,C_passive,,No
436,?,1,C_passive,C_passive,,,,,C_passive,,No
437,?,1,C_passive,C_passive,,,,,C_passive,,No
438,?,1,C_passive,C_passive,,,,,C_passive,,No
439,?,1,C_passive,C_passive,,,,,C_passive,,No
440,?,1,C_passive,C_passive,,,,,C_passive,,No
441,?,1,C_passive,C_passive,,,,,C_passive,,No
442,?,1,C_passive,C_passive,,,,,C_passive,,No
443,?,1,C_passive,C_passive,,,,,C_passive,,No
444,?,1,C_passive,C_passive,,,,,C_passive,,No
445,?,1,C_passive,C_passive,,,,,C_passive,,No
446,?,1,C_passive,C_passive,,,,,C_passive,,No
447,?,1,C_passive,C_passive,,,,,C_passive,,No
448,?,1,C_passive,C_passive,,,,,C_passive,,No
449,?,1,C_passive,C_passive,,,,,C_passive,,No
450,?,1,C_passive,C_passive,,,,,C_passive,,No
451,?,1,C_passive,C_passive,,,,,C_passive,,No
452,?,1,C_passive,C_passive,,,,,C_passive,,No
453,?,1,C_passive,C_passive,,,,,C_passive,,No
454,?,1,C_passive,C_passive,,,,,C_passive,,No
455,?,1,C_passive,C_passive,,,,,C_passive,,No
456,?,1,C_passive,C_passive,,,,,C_passive,,No
457,?,1,C_passive,C_passive,,,,,C_passive,,No
458,?,1,C_passive,C_passive,,,,,C_passive,,No
459,?,1,C_passive,C_passive,,,,,C_passive,,No
460,?,1,C_passive,C_passive,,,,,C_passive,,No
461,?,1,C_passive,C_passive,,,,,C_passive,,No
462,?,1,C_passive,C_passive,,,,,C_passive,,No
463,?,1,C_passive,C_passive,,,,,C_passive,,No
464,?,1,C_passive,C_passive,,,,,C_passive,,No
465,?,1,C_passive,C_passive,,,,,C_passive,,No
466,?,1,C_passive,C_passive,,,,,C_passive,,No
467,?,1,C_passive,C_passive,,,,,C_passive,,No
468,?,1,C_passive,C_passive,,,,,C_passive,,No
469,?,1,C_passive,C_passive,,,,,C_passive,,No
470,?,1,C_passive,C_passive,,,,,C_passive,,No
471,?,1,C_passive,C_passive,,,,,C_passive,,No
472,?,1,C_passive,C_passive,,,,,C_passive,,No
473,?,1,C_passive,C_passive,,,,,C_passive,,No
474,?,1,C_passive,C_passive,,,,,C_passive,,No
475,?,1,C_passive,C_passive,,,,,C_passive,,No
476,?,1,C_passive,C_passive,,,,,C_passive,,No
477,?,1,C_passive,C_passive,,,,,C_passive,,No
478,?,1,C_passive,C_passive,,,,,C_passive,,No
479,?,1,C_passive,C_passive,,,,,C_passive,,No
480,?,1,C_passive,C_passive,,,,,C_passive,,No
481,?,1,C_passive,C_passive,,,,,C_passive,,No
482,?,1,C_passive,C_passive,,,,,C_passive,,No
483,?,1,C_passive,C_passive,,,,,C_passive,,No
484,?,1,C_passive,C_passive,,,,,C_passive,,No
485,?,1,C_passive,C_passive,,,,,C_passive,,No
486,?,1,C_passive,C_passive,,,,,C_passive,,No
487,?,1,C_passive,C_passive,,,,,C_passive,,No
488,?,1,C_passive,C_passive,,,,,C_passive,,No
489,?,1,C_passive,C_passive,,,,,C_passive,,No
490,?,1,C_passive,C_passive,,,,,C_passive,,No
491,?,1,C_passive,C_passive,,,,,C_passive,,No
492,?,1,C_passive,C_passive,,,,,C_passive,,No
493,?,1,C_passive,C_passive,,,,,C_passive,,No
494,?,1,C_passive,C_passive,,,,,C_passive,,No
495,?,1,C_passive,C_passive,,,,,C_passive,,No
496,?,1,C_passive,C_passive,,,,,C_passive,,No
497,?,1,C_passive,C_passive,,,,,C_passive,,No
498,?,1,C_passive,C_passive,,,,,C_passive,,No
499,?,1,C_passive,C_passive,,,,,C_passive,,No
500,?,1,C_passive,C_passive,,,,,C_passive,,No
501,?,1,C_passive,C_passive,,,,,C_passive,,No
502,?,1,C_passive,C_passive,,,,,C_passive,,No
503,?,1,C_passive,C_passive,,,,,C_passive,,No
504,?,1,C_passive,C_passive,,,,,C_passive,,No
505,?,1,C_passive,C_passive,,,,,C_passive,,No
506,?,1,C_passive,C_passive,,,,,C_passive,,No
507,?,1,C_passive,C_passive,,,,,C_passive,,No
508,?,1,C_passive,C_passive,,,,,C_passive,,No
509,?,1,C_passive,C_passive,,,,,C_passive,,No
510,?,1,C_passive,C_passive,,,,,C_passive,,No
511,?,1,C_passive,C_passive,,,,,C_passive,,No
512,?,1,C_passive,C_passive,,,,,C_passive,,No
513,?,1,C_passive,C_passive,,,,,C_passive,,No
514,?,1,C_passive,C_passive,,,,,C_passive,,No
515,?,1,C_passive,C_passive,,,,,C_passive,,No
516,?,1,C_passive,C_passive,,,,,C_passive,,No
517,?,1,C_passive,C_passive,,,,,C_passive,,No
518,?,1,C_passive,C_passive,,,,,C_passive,,No
519,?,1,C_passive,C_passive,,,,,C_passive,,No
520,?,1,C_passive,C_passive,,,,,C_passive,,No
521,?,1,C_passive,C_passive,,,,,C_passive,,No
522,?,1,C_passive,C_passive,,,,,C_passive,,No
523,?,1,C_passive,C_passive,,,,,C_passive,,No
524,?,1,C_passive,C_passive,,,,,C_passive,,No
525,?,1,C_passive,C_passive,,,,,C_passive,,No
526,?,1,C_passive,C_passive,,,,,C_passive,,No
527,?,1,C_passive,C_passive,,,,,C_passive,,No
528,?,1,C_passive,C_passive,,,,,C_passive,,No
529,?,1,C_passive,C_passive,,,,,C_passive,,No
530,?,1,C_passive,C_passive,,,,,C_passive,,No
531,?,1,C_passive,C_passive,,,,,C_passive,,No
532,?,1,C_passive,C_passive,,,,,C_passive,,No
533,?,1,C_passive,C_passive,,,,,C_passive,,No
534,?,1,C_passive,C_passive,,,,,C_passive,,No
535,?,1,C_passive,C_passive,,,,,C_passive,,No
536,?,1,C_passive,C_passive,,,,,C_passive,,No
537,?,1,C_passive,C_passive,,,,,C_passive,,No
538,?,1,C_passive,C_passive,,,,,C_passive,,No
539,?,1,C_passive,C_passive,,,,,C_passive,,No
540,?,1,C_passive,C_passive,,,,,C_passive,,No
541,?,1,C_passive,C_passive,,,,,C_passive,,No
542,?,1,C_passive,C_passive,,,,,C_passive,,No
543,?,1,C_passive,C_passive,,,,,C_passive,,No
544,?,1,C_passive,C_passive,,,,,C_passive,,No
545,?,1,C_passive,C_passive,,,,,C_passive,,No
546,?,1,C_passive,C_passive,,,,,C_passive,,No
547,?,1,C_passive,C_passive,,,,,C_passive,,No
548,?,1,C_passive,C_passive,,,,,C_passive,,No
549,?,1,C_passive,C_passive,,,,,C_passive,,No
550,?,1,C_passive,C_passive,,,,,C_passive,,No
551,?,1,C_passive,C_passive,,,,,C_passive,,No
552,?,1,C_passive,C_passive,,,,,C_passive,,No
553,?,1,C_passive,C_passive,,,,,C_passive,,No
554,?,1,C_passive,C_passive,,,,,C_passive,,No
555,?,1,C_passive,C_passive,,,,,C_passive,,No
556,?,1,C_passive,C_passive,,,,,C_passive,,No
557,?,1,C_passive,C_passive,,,,,C_passive,,No
558,?,1,C_passive,C_passive,,,,,C_passive,,No
559,?,1,C_passive,C_passive,,,,,C_passive,,No
560,?,1,C_passive,C_passive,,,,,C_passive,,No
561,?,1,C_passive,C_passive,,,,,C_passive,,No
562,?,1,C_passive,C_passive,,,,,C_passive,,No
563,?,1,C_passive,C_passive,,,,,C_passive,,No
564,?,1,C_passive,C_passive,,,,,C_passive,,No
565,?,1,C_passive,C_passive,,,,,C_passive,,No
566,?,1,C_passive,C_passive,,,,,C_passive,,No
567,?,1,C_passive,C_passive,,,,,C_passive,,No
568,?,1,C_passive,C_passive,,,,,C_passive,,No
569,?,1,C_passive,C_passive,,,,,C_passive,,No
570,?,1,C_passive,C_passive,,,,,C_passive,,No
571,?,1,C_passive,C_passive,,,,,C_passive,,No
572,?,1,C_passive,C_passive,,,,,C_passive,,No
573,?,1,C_passive,C_passive,,,,,C_passive,,No
574,?,1,C_passive,C_passive,,,,,C_passive,,No
575,?,1,C_passive,C_passive,,,,,C_passive,,No
576,?,1,C_passive,C_passive,,,,,C_passive,,No
577,?,1,C_passive,C_passive,,,,,C_passive,,No
578,?,1,C_passive,C_passive,,,,,C_passive,,No
579,?,1,C_passive,C_passive,,,,,C_passive,,No
580,?,1,C_passive,C_passive,,,,,C_passive,,No
581,?,1,C_passive,C_passive,,,,,C_passive,,No
582,?,1,C_passive,C_passive,,,,,C_passive,,No
583,?,1,C_passive,C_passive,,,,,C_passive,,No
584,?,1,C_passive,C_passive,,,,,C_passive,,No
585,?,1,C_passive,C_passive,,,,,C_passive,,No
586,?,1,C_passive,C_passive,,,,,C_passive,,No
587,?,1,C_passive,C_passive,,,,,C_passive,,No
588,?,1,C_passive,C_passive,,,,,C_passive,,No
589,?,1,C_passive,C_passive,,,,,C_passive,,No
590,?,1,C_passive,C_passive,,,,,C_passive,,No
591,?,1,C_passive,C_passive,,,,,C_passive,,No
592,?,1,C_passive,C_passive,,,,,C_passive,,No
593,?,1,C_passive,C_passive,,,,,C_passive,,No
594,?,1,C_passive,C_passive,,,,,C_passive,,No
595,?,1,C_passive,C_passive,,,,,C_passive,,No
596,?,1,C_passive,C_passive,,,,,C_passive,,No
597,?,1,C_passive,C_passive,,,,,C_passive,,No
598,?,1,C_passive,C_passive,,,,,C_passive,,No
599,?,1,C_passive,C_passive,,,,,C_passive,,No
600,?,1,C_passive,C_passive,,,,,C_passive,,No
601,?,1,C_passive,C_passive,,,,,C_passive,,No
602,?,1,C_passive,C_passive,,,,,C_passive,,No
603,?,1,C_passive,C_passive,,,,,C_passive,,No
604,?,1,C_passive,C_passive,,,,,C_passive,,No
605,?,1,C_passive,C_passive,,,,,C_passive,,No
606,?,1,C_passive,C_passive,,,,,C_passive,,No
607,?,1,C_passive,C_passive,,,,,C_passive,,No
608,?,1,C_passive,C_passive,,,,,C_passive,,No
609,?,1,C_passive,C_passive,,,,,C_passive,,No
610,?,1,C_passive,C_passive,,,,,C_passive,,No
611,?,1,C_passive,C_passive,,,,,C_passive,,No
612,?,1,C_passive,C_passive,,,,,C_passive,,No
613,?,1,C_passive,C_passive,,,,,C_passive,,No
614,?,1,C_passive,C_passive,,,,,C_passive,,No
615,?,1,C_passive,C_passive,,,,,C_passive,,No
616,?,1,C_passive,C_passive,,,,,C_passive,,No
617,?,1,C_passive,C_passive,,,,,C_passive,,No
618,?,1,C_passive,C_passive,,,,,C_passive,,No
619,?,1,C_passive,C_passive,,,,,C_passive,,No
620,?,1,C_passive,C_passive,,,,,C_passive,,No
621,?,1,C_passive,C_passive,,,,,C_passive,,No
622,?,1,C_passive,C_passive,,,,,C_passive,,No
623,?,1,C_passive,C_passive,,,,,C_passive,,No
624,?,1,C_passive,C_passive,,,,,C_passive,,No
625,?,1,C_passive,C_passive,,,,,C_passive,,No
626,?,1,C_passive,C_passive,,,,,C_passive,,No
627,?,1,C_passive,C_passive,,,,,C_passive,,No
628,?,1,C_passive,C_passive,,,,,C_passive,,No
629,?,1,C_passive,C_passive,,,,,C_passive,,No
630,?,1,C_passive,C_passive,,,,,C_passive,,No
631,?,1,C_passive,C_passive,,,,,C_passive,,No
632,?,1,C_passive,C_passive,,,,,C_passive,,No
633,?,1,C_passive,C_passive,,,,,C_passive,,No
634,?,1,C_passive,C_passive,,,,,C_passive,,No
635,?,1,C_passive,C_passive,,,,,C_passive,,No
636,?,1,C_passive,C_passive,,,,,C_passive,,No
637,?,1,C_passive,C_passive,,,,,C_passive,,No
638,?,1,C_passive,C_passive,,,,,C_passive,,No
639,?,1,C_passive,C_passive,,,,,C_passive,,No
640,?,1,C_passive,C_passive,,,,,C_passive,,No
641,?,1,C_passive,C_passive,,,,,C_passive,,No
642,?,1,C_passive,C_passive,,,,,C_passive,,No
643,?,1,C_passive,C_passive,,,,,C_passive,,No
644,?,1,C_passive,C_passive,,,,,C_passive,,No
645,?,1,C_passive,C_passive,,,,,C_passive,,No
646,?,1,C_passive,C_passive,,,,,C_passive,,No
647,?,1,C_passive,C_passive,,,,,C_passive,,No
648,?,1,C_passive,C_passive,,,,,C_passive,,No
649,?,1,C_passive,C_passive,,,,,C_passive,,No
650,?,1,C_passive,C_passive,,,,,C_passive,,No
651,?,1,C_passive,C_passive,,,,,C_passive,,No
652,?,1,C_passive,C_passive,,,,,C_passive,,No
653,?,1,C_passive,C_passive,,,,,C_passive,,No
654,?,1,C_passive,C_passive,,,,,C_passive,,No
655,?,1,C_passive,C_passive,,,,,C_passive,,No
656,?,1,C_passive,C_passive,,,,,C_passive,,No
657,?,1,C_passive,C_passive,,,,,C_passive,,No
658,?,1,C_passive,C_passive,,,,,C_passive,,No
659,?,1,C_passive,C_passive,,,,,C_passive,,No
660,?,1,C_passive,C_passive,,,,,C_passive,,No
661,?,1,C_passive,C_passive,,,,,C_passive,,No
662,?,1,C_passive,C_passive,,,,,C_passive,,No
663,?,1,C_passive,C_passive,,,,,C_passive,,No
664,?,1,C_passive,C_passive,,,,,C_passive,,No
665,?,1,C_passive,C_passive,,,,,C_passive,,No
666,?,1,C_passive,C_passive,,,,,C_passive,,No
667,?,1,C_passive,C_passive,,,,,C_passive,,No
668,?,1,C_passive,C_passive,,,,,C_passive,,No
669,?,1,C_passive,C_passive,,,,,C_passive,,No
670,?,1,C_passive,C_passive,,,,,C_passive,,No
671,?,1,C_passive,C_passive,,,,,C_passive,,No
672,?,1,C_passive,C_passive,,,,,C_passive,,No
673,?,1,C_passive,C_passive,,,,,C_passive,,No
674,?,1,C_passive,C_passive,,,,,C_passive,,No
675,?,1,C_passive,C_passive,,,,,C_passive,,No
676,?,1,C_passive,C_passive,,,,,C_passive,,No
677,?,1,C_passive,C_passive,,,,,C_passive,,No
678,?,1,C_passive,C_passive,,,,,C_passive,,No
679,?,1,C_passive,C_passive,,,,,C_passive,,No
680,?,1,C_passive,C_passive,,,,,C_passive,,No
681,?,1,C_passive,C_passive,,,,,C_passive,,No
682,?,1,C_passive,C_passive,,,,,C_passive,,No
683,?,1,C_passive,C_passive,,,,,C_passive,,No
684,?,1,C_passive,C_passive,,,,,C_passive,,No
685,?,1,C_passive,C_passive,,,,,C_passive,,No
686,?,1,C_passive,C_passive,,,,,C_passive,,No
687,?,1,C_passive,C_passive,,,,,C_passive,,No
688,?,1,C_passive,C_passive,,,,,C_passive,,No
689,?,1,C_passive,C_passive,,,,,C_passive,,No
690,?,1,C_passive,C_passive,,,,,C_passive,,No
691,?,1,C_passive,C_passive,,,,,C_passive,,No
692,?,1,C_passive,C_passive,,,,,C_passive,,No
693,?,1,C_passive,C_passive,,,,,C_passive,,No
694,?,1,C_passive,C_passive,,,,,C_passive,,No
695,?,1,C_passive,C_passive,,,,,C_passive,,No
696,?,1,C_passive,C_passive,,,,,C_passive,,No
697,?,1,C_passive,C_passive,,,,,C_passive,,No
698,?,1,C_passive,C_passive,,,,,C_passive,,No
699,?,1,C_passive,C_passive,,,,,C_passive,,No
700,?,1,C_passive,C_passive,,,,,C_passive,,No
701,?,1,C_passive,C_passive,,,,,C_passive,,No
702,?,1,C_passive,C_passive,,,,,C_passive,,No
703,?,1,C_passive,C_passive,,,,,C_passive,,No
704,?,1,C_passive,C_passive,,,,,C_passive,,No
705,?,1,C_passive,C_passive,,,,,C_passive,,No
706,?,1,C_passive,C_passive,,,,,C_passive,,No
707,?,1,C_passive,C_passive,,,,,C_passive,,No
708,?,1,C_passive,C_passive,,,,,C_passive,,No
709,?,1,C_passive,C_passive,,,,,C_passive,,No
710,?,1,C_passive,C_passive,,,,,C_passive,,No
711,?,1,C_passive,C_passive,,,,,C_passive,,No
712,?,1,C_passive,C_passive,,,,,C_passive,,No
713,?,1,C_passive,C_passive,,,,,C_passive,,No
714,?,1,C_passive,C_passive,,,,,C_passive,,No
715,?,1,C_passive,C_passive,,,,,C_passive,,No
716,?,1,C_passive,C_passive,,,,,C_passive,,No
717,?,1,C_passive,C_passive,,,,,C_passive,,No
718,?,1,C_passive,C_passive,,,,,C_passive,,No
719,?,1,C_passive,C_passive,,,,,C_passive,,No
720,?,1,C_passive,C_passive,,,,,C_passive,,No
721,?,1,C_passive,C_passive,,,,,C_passive,,No
722,?,1,C_passive,C_passive,,,,,C_passive,,No
723,?,1,C_passive,C_passive,,,,,C_passive,,No
724,?,1,C_passive,C_passive,,,,,C_passive,,No
725,?,1,C_passive,C_passive,,,,,C_passive,,No
726,?,1,C_passive,C_passive,,,,,C_passive,,No
727,?,1,C_passive,C_passive,,,,,C_passive,,No
728,?,1,C_passive,C_passive,,,,,C_passive,,No
729,?,1,C_passive,C_passive,,,,,C_passive,,No
730,?,1,C_passive,C_passive,,,,,C_passive,,No
731,?,1,C_passive,C_passive,,,,,C_passive,,No
732,?,1,C_passive,C_passive,,,,,C_passive,,No
733,?,1,C_passive,C_passive,,,,,C_passive,,No
734,?,1,C_passive,C_passive,,,,,C_passive,,No
735,?,1,C_passive,C_passive,,,,,C_passive,,No
736,?,1,C_passive,C_passive,,,,,C_passive,,No
737,?,1,C_passive,C_passive,,,,,C_passive,,No
738,?,1,C_passive,C_passive,,,,,C_passive,,No
739,?,1,C_passive,C_passive,,,,,C_passive,,No
740,?,1,C_passive,C_passive,,,,,C_passive,,No
741,?,1,C_passive,C_passive,,,,,C_passive,,No
742,?,1,C_passive,C_passive,,,,,C_passive,,No
743,?,1,C_passive,C_passive,,,,,C_passive,,No
744,?,1,C_passive,C_passive,,,,,C_passive,,No
745,?,1,C_passive,C_passive,,,,,C_passive,,No
746,?,1,C_passive,C_passive,,,,,C_passive,,No
747,?,1,C_passive,C_passive,,,,,C_passive,,No
748,?,1,C_passive,C_passive,,,,,C_passive,,No
749,?,1,C_passive,C_passive,,,,,C_passive,,No
750,?,1,C_passive,C_passive,,,,,C_passive,,No
751,?,1,C_passive,C_passive,,,,,C_passive,,No
752,?,1,C_passive,C_passive,,,,,C_passive,,No
753,?,1,C_passive,C_passive,,,,,C_passive,,No
754,?,1,C_passive,C_passive,,,,,C_passive,,No
755,?,1,C_passive,C_passive,,,,,C_passive,,No
756,?,1,C_passive,C_passive,,,,,C_passive,,No
757,?,1,C_passive,C_passive,,,,,C_passive,,No
758,?,1,C_passive,C_passive,,,,,C_passive,,No
759,?,1,C_passive,C_passive,,,,,C_passive,,No
760,?,1,C_passive,C_passive,,,,,C_passive,,No
761,?,1,C_passive,C_passive,,,,,C_passive,,No
762,?,1,C_passive,C_passive,,,,,C_passive,,No
763,?,1,C_passive,C_passive,,,,,C_passive,,No
764,?,1,C_passive,C_passive,,,,,C_passive,,No
765,?,1,C_passive,C_passive,,,,,C_passive,,No
766,?,1,C_passive,C_passive,,,,,C_passive,,No
767,?,1,C_passive,C_passive,,,,,C_passive,,No
768,?,1,C_passive,C_passive,,,,,C_passive,,No
769,?,1,C_passive,C_passive,,,,,C_passive,,No
770,?,1,C_passive,C_passive,,,,,C_passive,,No
771,?,1,C_passive,C_passive,,,,,C_passive,,No
772,?,1,C_passive,C_passive,,,,,C_passive,,No
773,?,1,C_passive,C_passive,,,,,C_passive,,No
774,?,1,C_passive,C_passive,,,,,C_passive,,No
775,?,1,C_passive,C_passive,,,,,C_passive,,No
776,?,1,C_passive,C_passive,,,,,C_passive,,No
777,?,1,C_passive,C_passive,,,,,C_passive,,No
778,?,1,C_passive,C_passive,,,,,C_passive,,No
779,?,1,C_passive,C_passive,,,,,C_passive,,No
780,?,1,C_passive,C_passive,,,,,C_passive,,No
781,?,1,C_passive,C_passive,,,,,C_passive,,No
782,?,1,C_passive,C_passive,,,,,C_passive,,No
783,?,1,C_passive,C_passive,,,,,C_passive,,No
784,?,1,C_passive,C_passive,,,,,C_passive,,No
785,?,1,C_passive,C_passive,,,,,C_passive,,No
786,?,1,C_passive,C_passive,,,,,C_passive,,No
787,?,1,C_passive,C_passive,,,,,C_passive,,No
788,?,1,C_passive,C_passive,,,,,C_passive,,No
789,?,1,C_passive,C_passive,,,,,C_passive,,No
790,?,1,C_passive,C_passive,,,,,C_passive,,No
791,?,1,C_passive,C_passive,,,,,C_passive,,No
792,?,1,C_passive,C_passive,,,,,C_passive,,No
793,?,1,C_passive,C_passive,,,,,C_passive,,No
794,?,1,C_passive,C_passive,,,,,C_passive,,No
795,?,1,C_passive,C_passive,,,,,C_passive,,No
796,?,1,C_passive,C_passive,,,,,C_passive,,No
797,?,1,C_passive,C_passive,,,,,C_passive,,No
798,?,1,C_passive,C_passive,,,,,C_passive,,No
799,?,1,C_passive,C_passive,,,,,C_passive,,No
800,?,1,C_passive,C_passive,,,,,C_passive,,No
801,?,1,C_passive,C_passive,,,,,C_passive,,No
802,?,1,C_passive,C_passive,,,,,C_passive,,No
803,?,1,C_passive,C_passive,,,,,C_passive,,No
804,?,1,C_passive,C_passive,,,,,C_passive,,No
